idpoint|longitude|latitude|sog|cog|ts|route
916|-4.847335|48.378235|14.8|293.7|1449221780|R_02
917|-4.814333|48.37826|13.8|312.6|1450940393|R_02
918|-4.814243|48.378616|14|315.2|1452840441|R_02
919|-4.815523|48.37888|13.4|316.2|1454144357|R_02
920|-4.814503|48.37888|13.8|315.9|1447318698|R_02
921|-4.853978|48.378994|14.4|297.1|1458032507|R_02
922|-4.81424|48.379005|14.3|322.1|1458637097|R_02
923|-4.814683|48.379154|14.7|317.4|1447145902|R_02
924|-4.815292|48.37916|16|318.6|1458464629|R_02
925|-4.815008|48.37934|15.8|312.7|1444291130|R_02
926|-4.849315|48.379456|14|293.5|1448201007|R_02
927|-4.816195|48.379562|12.9|314.7|1456390710|R_02
928|-4.815455|48.379612|15.3|315.3|1448355498|R_02
929|-4.816242|48.379707|15.4|137|1455870679|R_02
930|-4.816592|48.37978|15|317.8|1457341120|R_02
931|-4.81632|48.379894|16.5|317.5|1449478560|R_02
932|-4.816834|48.380455|15.3|317|1454403537|R_02
933|-4.818085|48.380512|13.5|316.9|1446454712|R_02
934|-4.816848|48.3806|13.1|316.6|1450256319|R_02
935|-4.855372|48.38069|14.5|297.5|1445241824|R_02
936|-4.818313|48.38092|13.9|316.9|1446022721|R_02
937|-4.817717|48.38093|13.7|314.1|1450342755|R_02
938|-4.8552|48.380974|14.8|298.8|1443945825|R_02
939|-4.855682|48.381207|15.4|294.4|1445781578|R_02
940|-4.818397|48.381218|16|316.9|1457168597|R_02
941|-4.818574|48.381306|13.3|315.3|1447664355|R_02
942|-4.814177|48.38135|16.4|320.9|1444031978|R_02
943|-4.81796|48.381367|14.4|316.3|1456131532|R_02
944|-4.818833|48.381386|13.5|315.7|1449997148|R_02
945|-4.817555|48.381485|16.1|313.4|1444204717|R_02
946|-4.81603|48.381485|16.7|308.2|1458205401|R_02
947|-4.819439|48.3816|14.3|319.6|1449737914|R_02
948|-4.818772|48.381653|12.4|319.4|1452675499|R_02
949|-4.855665|48.381832|12.2|292|1449219462|R_02
950|-4.819063|48.381935|16.3|313.6|1448182541|R_02
951|-4.819807|48.38202|13.1|318.7|1448791295|R_02
952|-4.858793|48.382088|14.9|300.7|1447429896|R_02
953|-4.818618|48.382206|15.7|319.4|1445501032|R_02
954|-4.819462|48.382214|14.3|320.1|1449046706|R_02
955|-4.819678|48.38226|15.8|314.9|1454576329|R_02
956|-4.82003|48.382336|13.2|319.7|1456304293|R_02
957|-4.818837|48.38236|14.5|330.9|1457427589|R_02
958|-4.819895|48.3824|12.9|323.2|1448701126|R_02
959|-4.819902|48.3825|16.6|320.1|1445763532|R_02
960|-4.820208|48.382534|13.4|315.5|1447750738|R_02
961|-4.819891|48.38276|15.9|317.6|1450515567|R_02
962|-4.81985|48.3829|14.7|316.8|1456045111|R_02
963|-4.859977|48.382927|14.9|303.3|1455974353|R_02
964|-4.822202|48.38293|15.3|318.2|1446713909|R_02
965|-4.821328|48.383213|12.7|315|1447577868|R_02
966|-4.821203|48.383545|14|314.5|1456736327|R_02
967|-4.86257|48.383766|13.7|297.1|1452851015|R_02
968|-4.821835|48.383842|12.9|310.2|1453885286|R_02
969|-4.821688|48.383858|15.5|317.2|1444118720|R_02
970|-4.821987|48.38404|13.3|316.3|1451206717|R_02
971|-4.862515|48.384083|11.6|298|1458290102|R_02
972|-4.822252|48.384285|15.8|316.5|1446886711|R_02
973|-4.823437|48.3843|13.6|313.9|1447491562|R_02
974|-4.821588|48.384308|14.3|316.1|1447232295|R_02
975|-4.822142|48.38434|13.4|318.8|1453712358|R_02
976|-4.824073|48.38479|13|314.2|1446368416|R_02
977|-4.823002|48.38479|13.9|315.3|1450619941|R_02
978|-4.867237|48.38494|14|293.8|1445155542|R_02
979|-4.823635|48.38549|14|314.7|1454835746|R_02
980|-4.824435|48.385506|14.3|315|1453625947|R_02
981|-4.868773|48.38552|14.1|298.6|1459325122|R_02
982|-4.825037|48.38566|14.6|316.1|1445936345|R_02
983|-4.86966|48.385735|13.4|294|1453972017|R_02
984|-4.8698|48.385853|13.8|295.1|1450432015|R_02
985|-4.82435|48.385883|13.5|315.9|1447406412|R_02
986|-4.86976|48.386005|14.3|292.6|1453644216|R_02
987|-4.825093|48.386013|14.8|314.4|1456995509|R_02
988|-4.823888|48.38608|14.3|318.7|1451829664|R_02
989|-4.87199|48.386208|9.6|299.7|1446627949|R_02
990|-4.825006|48.38637|16.1|317.7|1455785908|R_02
991|-4.825664|48.3865|14.3|317.9|1452330040|R_02
992|-4.872292|48.386547|13.7|298.8|1452268200|R_02
993|-4.826167|48.386642|14.2|318.2|1446824913|R_02
994|-4.825615|48.3868|10.3|325|1456476215|R_02
995|-4.87283|48.386913|14.7|300.5|1453021419|R_02
996|-4.874229|48.38693|14.1|297.3|1456905233|R_02
997|-4.826603|48.387024|13.3|315.7|1452502807|R_02
998|-4.826887|48.38709|14.7|316.4|1452420238|R_02
999|-4.826103|48.387093|15.3|318.3|1447059566|R_02
1000|-4.826532|48.387142|15.9|316.3|1450774748|R_02
1001|-4.826753|48.38722|15.9|314.7|1446297295|R_02
1002|-4.826115|48.387432|10.2|321|1446195194|R_02
1003|-4.830332|48.3875|9.8|310|1455266832|R_02
1004|-4.827687|48.38769|14.2|318.9|1452934743|R_02
1005|-4.828031|48.387867|10.4|315|1452846850|R_02
1006|-4.827767|48.38792|15|316.9|1446991110|R_02
1007|-4.827837|48.388|16|317.7|1453366709|R_02
1008|-4.829035|48.388054|14.4|318|1452950131|R_02
1009|-4.875528|48.3881|13.5|295.6|1448201309|R_02
1010|-4.827953|48.388107|15.8|317.2|1454749159|R_02
1011|-4.828417|48.388126|13.1|317.1|1457773413|R_02
1012|-4.828212|48.388336|14.1|314|1451120468|R_02
1013|-4.826963|48.388336|14.7|318.9|1451898044|R_02
1014|-4.82908|48.38838|13.6|313.5|1457687659|R_02
1015|-4.828303|48.388477|16.5|315.6|1458377995|R_02
1016|-4.878548|48.388485|11.6|297|1449219771|R_02
1017|-4.829057|48.388535|14|316.2|1447837116|R_02
1018|-4.82788|48.388546|13.9|317.1|1446109469|R_02
1019|-4.82858|48.388573|13.1|319|1448113708|R_02
1020|-4.828703|48.38864|14.4|317.6|1459161407|R_02
1021|-4.830197|48.388695|13.9|316.2|1457600676|R_02
1022|-4.827822|48.388832|14.3|315.6|1455863492|R_02
1023|-4.831772|48.38886|14.2|314|1444636882|R_02
1024|-4.83079|48.388912|14.4|311.7|1457184095|R_02
1025|-4.825248|48.388916|12.8|310|1448009662|R_02
1026|-4.829433|48.38894|12.7|315.7|1446282278|R_02
1027|-4.830368|48.388985|14|314.1|1457946147|R_02
1028|-4.82912|48.38905|14.3|317.6|1456822773|R_02
1029|-4.829035|48.38917|14.1|316.5|1454230798|R_02
1030|-4.829556|48.389225|13.9|314.4|1455545861|R_02
1031|-4.82976|48.38942|15.9|314.3|1451224654|R_02
1032|-4.829886|48.38959|15.1|316.9|1446902015|R_02
1033|-4.88213|48.389618|14.4|291.6|1443946127|R_02
1034|-4.830071|48.38962|12.9|317.5|1452762173|R_02
1035|-4.830197|48.389812|13.9|311.9|1451477849|R_02
1036|-4.83058|48.389896|13.4|316.5|1451293408|R_02
1037|-4.830692|48.3899|14.7|316.8|1449133329|R_02
1038|-4.883358|48.389957|14.4|294.1|1445781882|R_02
1039|-4.832725|48.389957|14|312.4|1444723379|R_02
1040|-4.883277|48.390106|13.2|300.1|1459411767|R_02
1041|-4.830883|48.390232|15.6|316.7|1453193951|R_02
1042|-4.831185|48.390278|14.8|321.3|1454159895|R_02
1043|-4.884113|48.39033|14.4|300.9|1458032856|R_02
1044|-4.832305|48.39049|13.3|320.3|1451380071|R_02
1045|-4.831495|48.390564|14.1|316.2|1456478074|R_02
1046|-4.831165|48.390766|12.8|323|1447919446|R_02
1047|-4.832773|48.390785|13.7|315.8|1444896143|R_02
1048|-4.885522|48.39093|14.3|295.4|1447430198|R_02
1049|-4.83171|48.390953|15.9|315.5|1455699539|R_02
1050|-4.834775|48.390995|16.3|315.8|1447250360|R_02
1051|-4.832085|48.391087|14.3|315.2|1445615341|R_02
1052|-4.832142|48.3911|15.1|314.4|1454248912|R_02
1053|-4.83232|48.391125|14.8|315|1455527059|R_02
1054|-4.833437|48.39124|14.1|312.6|1449321328|R_02
1055|-4.832723|48.391293|13.3|319.8|1448877836|R_02
1056|-4.83301|48.391407|14.4|317.2|1450531013|R_02
1057|-4.83176|48.391434|16.2|313.3|1450015185|R_02
1058|-4.83428|48.39149|14.1|318.1|1449410538|R_02
1059|-4.833332|48.3915|13.1|317|1446799884|R_02
1060|-4.832715|48.391575|13.4|315.4|1452589418|R_02
1061|-4.887675|48.39163|13.2|291.8|1445414979|R_02
1062|-4.887865|48.391834|12.2|306|1458290440|R_02
1063|-4.833828|48.39185|13.8|315.2|1450083837|R_02
1064|-4.890958|48.391926|14.1|271|1452851351|R_02
1065|-4.834863|48.392117|14.1|314.4|1453039429|R_02
1066|-4.834202|48.39242|15.8|317.4|1448716447|R_02
1067|-4.832642|48.392426|14.9|316.1|1449848799|R_02
1068|-4.834653|48.392467|16|316.3|1453280369|R_02
1069|-4.836027|48.39251|14.1|314.2|1456563699|R_02
1070|-4.833993|48.39252|15.3|320.2|1458551000|R_02
1071|-4.836332|48.392605|14|312.3|1444982433|R_02
1072|-4.83433|48.392677|16.1|316.2|1450688534|R_02
1073|-4.834738|48.39268|15.6|316|1445850120|R_02
1074|-4.835468|48.392685|13.8|316.3|1452840749|R_02
1075|-4.897382|48.39271|14|296.4|1450432323|R_02
1076|-4.896642|48.39272|13.1|298|1453644517|R_02
1077|-4.834533|48.392815|15.7|318.3|1446386603|R_02
1078|-4.83419|48.39282|15.1|315.8|1452070865|R_02
1079|-4.835195|48.39294|13.7|315.8|1454144666|R_02
1080|-4.897002|48.39302|13.8|301.4|1459325437|R_02
1081|-4.83524|48.393036|15.8|313.6|1456671543|R_02
1082|-4.834912|48.393047|15.4|316|1453107521|R_02
1083|-4.835987|48.393066|15.2|314.5|1445084210|R_02
1084|-4.834688|48.393192|14.4|316.7|1447319000|R_02
1085|-4.834907|48.3932|16.3|314.7|1450453742|R_02
1086|-4.835543|48.39329|14.6|316|1458393439|R_02
1087|-4.833045|48.393383|14.9|317.4|1451812932|R_02
1088|-4.835815|48.393513|14.2|312.7|1456391015|R_02
1089|-4.836522|48.393875|16.3|314|1452345304|R_02
1090|-4.836677|48.393955|14.7|314.6|1451984520|R_02
1091|-4.837702|48.393974|15.9|313.9|1447506897|R_02
1092|-4.837152|48.393974|15.8|318.7|1450861240|R_02
1093|-4.835605|48.39409|15.1|319.6|1447146204|R_02
1094|-4.83596|48.39443|13.7|316.4|1450256623|R_02
1095|-4.836298|48.39444|16|318|1451039915|R_02
1096|-4.90075|48.39452|14|300.2|1456905539|R_02
1097|-4.900838|48.3946|13.9|300.4|1449222389|R_02
1098|-4.837897|48.394714|14.5|316.3|1458723913|R_02
1099|-4.838223|48.394814|13.9|318.1|1446455022|R_02
1100|-4.83757|48.39485|13.4|316.4|1452675802|R_02
1101|-4.839132|48.3949|13.7|316.6|1457859880|R_02
1102|-4.836778|48.394905|15.3|319|1449651703|R_02
1103|-4.901741|48.395004|14.4|304.2|1452268535|R_02
1104|-4.839172|48.395046|15|311.4|1455958947|R_02
1105|-4.837431|48.39506|14.3|314.7|1444407686|R_02
1106|-4.838193|48.395115|15.8|318.1|1444291431|R_02
1107|-4.838305|48.395123|14.1|318|1450343064|R_02
1108|-4.838742|48.39522|13.9|319.2|1447664665|R_02
1109|-4.84093|48.395245|15.8|312.1|1458292600|R_02
1110|-4.838837|48.395275|17|310.6|1455872923|R_02
1111|-4.837623|48.39531|16|320.4|1446973258|R_02
1112|-4.842262|48.395367|14.5|320.8|1456304595|R_02
1113|-4.903583|48.39554|14.7|299.4|1453021760|R_02
1114|-4.839267|48.395634|16.3|137.3|1455870373|R_02
1115|-4.838037|48.39567|15.1|315.2|1455613258|R_02
1116|-4.840096|48.396244|15.7|317.2|1445673579|R_02
1117|-4.841235|48.396435|14.2|313.4|1447751048|R_02
1118|-4.840537|48.39644|14.7|309.2|1452157476|R_02
1119|-4.840075|48.396526|16.2|317.7|1449478867|R_02
1120|-4.840725|48.39657|14.8|314.7|1449738218|R_02
1121|-4.840642|48.396626|15.3|316.6|1448355834|R_02
1122|-4.841035|48.39667|13.6|316.7|1447578172|R_02
1123|-4.84027|48.396862|13.7|320.4|1448791617|R_02
1124|-4.841885|48.396885|15.9|314.9|1447596031|R_02
1125|-4.907142|48.397255|14.4|304|1453972453|R_02
1126|-4.840597|48.397255|16.2|315.8|1444479244|R_02
1127|-4.841097|48.397415|16|317|1448269498|R_02
1128|-4.840945|48.397484|16.1|320.9|1458998275|R_02
1129|-4.840301|48.3976|15.9|316.4|1444205018|R_02
1130|-4.842495|48.397606|14|314.4|1451207018|R_02
1131|-4.841725|48.397663|15.3|313.6|1449306107|R_02
1132|-4.841928|48.397827|13.5|308.4|1453885602|R_02
1133|-4.845015|48.397835|11.1|313|1456476551|R_02
1134|-4.842398|48.397915|14.2|316.4|1449047035|R_02
1135|-4.842028|48.397934|15.5|317.2|1448182842|R_02
1136|-4.908508|48.398|14.4|307.3|1459412071|R_02
1137|-4.842948|48.398|10.6|310|1446195506|R_02
1138|-4.841583|48.398014|13.6|317.2|1448701468|R_02
1139|-4.843632|48.398087|13.4|314|1446368720|R_02
1140|-4.841378|48.39821|15.1|314.1|1445501344|R_02
1141|-4.843228|48.398426|15.4|316.7|1454576640|R_02
1142|-4.851165|48.3985|10|311|1455267211|R_02
1143|-4.842689|48.3985|15.3|317|1450515870|R_02
1144|-4.843926|48.398525|14.8|315.4|1446714210|R_02
1145|-4.842613|48.39858|14.6|317.7|1453712659|R_02
1146|-4.843848|48.398735|15.5|316.2|1457168933|R_02
1147|-4.844718|48.398987|14.6|317.7|1449997527|R_02
1148|-4.842632|48.398987|14.8|318|1454403899|R_02
1149|-4.843108|48.399075|16|317.6|1445763834|R_02
1150|-4.844633|48.39908|14.5|313.7|1456218235|R_02
1151|-4.843547|48.39924|14.2|316.5|1450620248|R_02
1152|-4.84317|48.399307|15.8|316.1|1444032342|R_02
1153|-4.946582|48.399357|3.1|275.5|1457185393|R_02
1154|-4.911107|48.399387|15|310.3|1443946455|R_02
1155|-4.947074|48.3994|0.2|187.4|1457185695|R_02
1156|-4.842188|48.39959|14.5|317.8|1447232601|R_02
1157|-4.911237|48.399906|15.1|308.3|1445782204|R_02
1158|-4.844318|48.39998|14.3|313.3|1454836048|R_02
1159|-4.91297|48.4003|14.6|315.4|1445415281|R_02
1160|-4.852648|48.4003|11|306|1448613768|R_02
1161|-4.844807|48.400345|14.3|316|1451829965|R_02
1162|-4.84684|48.40037|14.3|314.6|1454060576|R_02
1163|-4.844793|48.400608|16.1|320.6|1446887012|R_02
1164|-4.846408|48.40066|14.9|315|1445936647|R_02
1165|-4.845985|48.40098|14.9|314.5|1453626257|R_02
1166|-4.912965|48.401|15|309.8|1447430526|R_02
1167|-4.842565|48.401085|11.1|320|1457684893|R_02
1168|-4.84516|48.401127|14.1|313|1447406731|R_02
1169|-4.847707|48.40114|14.8|316.6|1446825216|R_02
1170|-4.846505|48.401318|14.4|313.7|1452330341|R_02
1171|-4.846847|48.401337|13.7|317.3|1452503118|R_02
1172|-4.854732|48.401382|12.9|296|1445586037|R_02
1173|-4.846012|48.401398|13.8|315.3|1450940882|R_02
1174|-4.851831|48.401634|12|308|1447919761|R_02
1175|-4.913773|48.4019|15.5|268.2|1446825863|R_02
1176|-4.91738|48.401905|15.3|276.9|1457342239|R_02
1177|-4.914875|48.40196|15.7|264.5|1456132594|R_02
1178|-4.849832|48.402|12.2|309|1448010022|R_02
1179|-4.916207|48.402065|15.9|273.2|1456305352|R_02
1180|-4.91149|48.40209|14|260.1|1450775689|R_02
1181|-4.911893|48.4021|15.1|264|1446110399|R_02
1182|-4.847412|48.40212|13.3|314.9|1448114009|R_02
1183|-4.917153|48.402134|15.4|280.4|1458638242|R_02
1184|-4.915737|48.40215|15|288.1|1447492616|R_02
1185|-4.850922|48.40216|15.6|310.9|1446297599|R_02
1186|-4.91279|48.402164|14.7|264.5|1454318137|R_02
1187|-4.956366|48.40217|0.5|217.8|1452852413|R_02
1188|-4.956578|48.40218|0|171.6|1444897996|R_02
1189|-4.956572|48.402195|0.1|208.3|1447839154|R_02
1190|-4.956572|48.402195|0.1|259.3|1447752705|R_02
1191|-4.956473|48.4022|0.4|241.7|1454232444|R_02
1192|-4.911898|48.4022|12.4|261|1458899257|R_02
1193|-4.95657|48.402206|0|216|1459326579|R_02
1194|-4.956547|48.402206|0.1|246.3|1445503041|R_02
1195|-4.956543|48.402206|0.1|264.6|1446715783|R_02
1196|-4.956537|48.402206|0|245.8|1451381852|R_02
1197|-4.909884|48.402206|15.1|264|1450620933|R_02
1198|-4.956575|48.40221|0.1|221|1452936556|R_02
1199|-4.956563|48.40221|0|256.2|1453195933|R_02
1200|-4.956554|48.40221|0.1|211.3|1447666354|R_02
1201|-4.913765|48.40221|15|270.8|1446902927|R_02
1202|-4.956583|48.402214|0.2|242|1446992780|R_02
1203|-4.956568|48.402214|0.1|249.2|1446903874|R_02
1204|-4.956567|48.402214|0.2|289.9|1447925113|R_02
1205|-4.956558|48.402214|0.2|266.7|1446456550|R_02
1206|-4.95655|48.402214|0.1|260.4|1454491982|R_02
1207|-4.956542|48.402214|0.3|234.4|1449322908|R_02
1208|-4.956537|48.402214|0.2|210.2|1452764210|R_02
1209|-4.956533|48.402214|0|274.1|1454578528|R_02
1210|-4.956512|48.402214|0|248.9|1452677647|R_02
1211|-4.956488|48.402214|0.5|85.7|1449850731|R_02
1212|-4.911822|48.402214|15.1|260.6|1454231712|R_02
1213|-4.95657|48.402218|0.1|243.2|1446370252|R_02
1214|-4.956552|48.402218|0.1|237.3|1446284125|R_02
1215|-4.956607|48.40222|0|314.1|1444120736|R_02
1216|-4.956572|48.40222|0.1|250.9|1449223428|R_02
1217|-4.95657|48.40222|0.2|220|1452347129|R_02
1218|-4.956567|48.40222|0.3|212.8|1454146712|R_02
1219|-4.956567|48.40222|0|252.2|1445416205|R_02
1220|-4.956554|48.40222|0.2|228|1454146399|R_02
1221|-4.956552|48.40222|0.2|215.3|1453973425|R_02
1222|-4.956537|48.40222|0.1|229.6|1449048668|R_02
1223|-4.956503|48.40222|0.5|149.9|1449323215|R_02
1224|-4.956457|48.40222|0.9|84.4|1454232790|R_02
1225|-4.956577|48.402225|0.2|258|1453109071|R_02
1226|-4.956568|48.402225|0.1|224.7|1454405744|R_02
1227|-4.956568|48.402225|0.2|241.1|1452269451|R_02
1228|-4.956535|48.402225|0.1|330.9|1454062121|R_02
1229|-4.95653|48.402225|0.1|247.9|1449135348|R_02
1230|-4.956492|48.402225|0|242.7|1444206600|R_02
1231|-4.914741|48.402225|14.8|269.3|1446298242|R_02
1232|-4.956577|48.402233|0.1|229.9|1454319051|R_02
1233|-4.95657|48.402233|0.1|246.5|1450344725|R_02
1234|-4.956565|48.402233|0.1|243.9|1451899870|R_02
1235|-4.956555|48.402233|0.2|256.9|1453195549|R_02
1236|-4.956543|48.402233|0|244.7|1451295431|R_02
1237|-4.956543|48.402233|0.1|268.8|1449307649|R_02
1238|-4.95653|48.402233|0|270.5|1450690444|R_02
1239|-4.956528|48.402233|0.1|261.7|1453887176|R_02
1240|-4.95651|48.402233|0.5|248|1452677328|R_02
1241|-4.9565|48.402233|0.3|97.2|1449307964|R_02
1242|-4.956148|48.402233|1.2|258|1455269128|R_02
1243|-4.956531|48.402237|0.3|343.6|1446456851|R_02
1244|-4.95653|48.402237|0|261.7|1453887491|R_02
1245|-4.956481|48.402237|0.5|260.9|1449850412|R_02
1246|-4.956323|48.402237|3|231.1|1443947144|R_02
1247|-4.956597|48.40224|0.1|251.3|1444033897|R_02
1248|-4.956567|48.40224|0.1|255.5|1451986349|R_02
1249|-4.956552|48.40224|0.1|210.8|1455615087|R_02
1250|-4.956552|48.40224|0|257.4|1444409266|R_02
1251|-4.956547|48.40224|0|243.2|1451226508|R_02
1252|-4.956528|48.40224|0.3|245.6|1450532580|R_02
1253|-4.956492|48.40224|0.4|256.5|1451818830|R_02
1254|-4.91305|48.40224|14.8|274|1447578944|R_02
1255|-4.956443|48.402245|1.8|255.2|1451295012|R_02
1256|-4.956565|48.40225|0.3|307.3|1450517310|R_02
1257|-4.956563|48.40225|0.1|223.6|1450258386|R_02
1258|-4.956548|48.40225|0.3|203.9|1459412978|R_02
1259|-4.956535|48.40225|0|233.6|1451137445|R_02
1260|-4.956528|48.40225|0.3|359.3|1447252037|R_02
1261|-4.956475|48.40225|2.1|250.5|1449134929|R_02
1262|-4.956452|48.40225|0.8|71|1451819176|R_02
1263|-4.956537|48.402252|0.1|280.6|1450690137|R_02
1264|-4.956565|48.40226|0.1|212.8|1447431486|R_02
1265|-4.848973|48.40226|14.7|309.4|1452420548|R_02
1266|-4.914472|48.402267|14.8|267.3|1449479632|R_02
1267|-4.956398|48.402275|2.2|241.1|1450621633|R_02
1268|-4.908642|48.402275|15.1|265|1452503747|R_02
1269|-4.956447|48.40228|0.5|97.5|1448880204|R_02
1270|-4.909582|48.402283|14.5|265.7|1452421158|R_02
1271|-4.95626|48.40229|1.3|223.7|1458395022|R_02
1272|-4.956148|48.4023|1.9|221|1448011619|R_02
1273|-4.955723|48.4023|0.4|167.7|1457170991|R_02
1274|-4.914533|48.40231|14.6|282.9|1451136472|R_02
1275|-4.956347|48.402313|2.5|54.2|1445783126|R_02
1276|-4.956348|48.402317|0|135|1452856234|R_02
1277|-4.956284|48.402317|0.1|188.7|1457020698|R_02
1278|-4.956338|48.40232|0|342.1|1444725210|R_02
1279|-4.956252|48.40232|0.3|231.3|1447408145|R_02
1280|-4.956227|48.40232|2.8|239.1|1454578079|R_02
1281|-4.956342|48.402332|1.1|251.4|1452591028|R_02
1282|-4.956332|48.402332|0|135|1456478530|R_02
1283|-4.956332|48.402332|0|135|1458900386|R_02
1284|-4.956286|48.402332|0.1|246.2|1450776655|R_02
1285|-4.956282|48.402332|0|135|1457686833|R_02
1286|-4.906173|48.402336|15|262.3|1451207690|R_02
1287|-4.956327|48.40234|0.2|236.7|1452591387|R_02
1288|-4.956316|48.40234|0.2|229|1452072747|R_02
1289|-4.956308|48.40234|0.1|318.7|1448184370|R_02
1290|-4.956282|48.40234|0.1|287.9|1444293342|R_02
1291|-4.956258|48.402344|2.4|55.7|1453109451|R_02
1292|-4.95623|48.402344|3|63.9|1450433455|R_02
1293|-4.956323|48.402348|0.2|242|1447493331|R_02
1294|-4.956313|48.402348|0.1|245|1451208643|R_02
1295|-4.956312|48.402348|0|346.4|1447061482|R_02
1296|-4.956268|48.402348|0.1|245|1446974959|R_02
1297|-4.850333|48.402348|13.7|314.3|1457687971|R_02
1298|-4.956288|48.40235|0.3|223.1|1449480662|R_02
1299|-4.956284|48.40235|0.2|207.7|1452504906|R_02
1300|-4.956282|48.40235|0|135|1446197365|R_02
1301|-4.956282|48.40235|0|135|1449221411|R_02
1302|-4.956265|48.40235|0|135|1458291973|R_02
1303|-4.956248|48.40235|0|135|1445587827|R_02
1304|-4.956232|48.40235|0|135|1446801964|R_02
1305|-4.956302|48.402355|0|297|1448271098|R_02
1306|-4.956298|48.402355|0.1|0.1|1445765541|R_02
1307|-4.956296|48.402355|0.1|239.3|1453714075|R_02
1308|-4.956293|48.402355|0.2|114.1|1444638829|R_02
1309|-4.956282|48.402355|1.2|255.2|1453368316|R_02
1310|-4.956282|48.402355|0.1|272.9|1444292984|R_02
1311|-4.956278|48.402355|0.1|244.9|1453714446|R_02
1312|-4.956274|48.402355|0.2|347.7|1444466018|R_02
1313|-4.915898|48.402355|15.1|291.3|1451294354|R_02
1314|-4.906745|48.402355|13.8|265.2|1447596708|R_02
1315|-4.956325|48.40236|0.1|228.4|1445616920|R_02
1316|-4.95631|48.40236|0|257.9|1446888626|R_02
1317|-4.956303|48.40236|0.1|258.8|1454751116|R_02
1318|-4.956292|48.40236|0.1|235.7|1452159108|R_02
1319|-4.956285|48.40236|0.1|281.1|1451122411|R_02
1320|-4.956278|48.40236|0.1|255.3|1444465658|R_02
1321|-4.95626|48.40236|0.3|160.8|1454250539|R_02
1322|-4.956233|48.40236|1|249.3|1446826522|R_02
1323|-4.956293|48.402363|0|268.4|1450862926|R_02
1324|-4.907985|48.402363|15.3|262|1451380926|R_02
1325|-4.9563|48.402367|0|268.4|1446111404|R_02
1326|-4.956284|48.402367|0.1|302.9|1452331930|R_02
1327|-4.956277|48.402367|0.6|259.7|1454750815|R_02
1328|-4.956275|48.402367|0.4|277.9|1454161486|R_02
1329|-4.956265|48.402367|0|135|1447921651|R_02
1330|-4.956248|48.402367|0|135|1446109077|R_02
1331|-4.956248|48.402367|0|135|1452243886|R_02
1332|-4.910275|48.402367|14.5|268.1|1454404608|R_02
1333|-4.909248|48.402367|12.4|264|1446107927|R_02
1334|-4.956158|48.402374|1.4|82.7|1454161935|R_02
1335|-4.956277|48.402378|0.6|250.5|1451122097|R_02
1336|-4.956312|48.40238|0|265.8|1445675244|R_02
1337|-4.956248|48.40238|0|135|1448615652|R_02
1338|-4.914064|48.40238|14.5|273.6|1454750094|R_02
1339|-4.910717|48.40238|15.2|267|1456579637|R_02
1340|-4.956315|48.402386|0|256.9|1454665547|R_02
1341|-4.95629|48.402386|0.4|249.9|1446388181|R_02
1342|-4.956027|48.402386|4|61.6|1448202597|R_02
1343|-4.906533|48.402386|14.4|266.9|1448114617|R_02
1344|-4.956151|48.402393|5.2|226.5|1449394002|R_02
1345|-4.956143|48.4024|2.8|221.9|1455868690|R_02
1346|-4.955883|48.4024|4.3|229.6|1451226196|R_02
1347|-4.919728|48.402405|14.6|294.7|1457169712|R_02
1348|-4.956018|48.402412|3.3|238.3|1449480296|R_02
1349|-4.955805|48.402416|4.5|222.9|1447431185|R_02
1350|-4.956057|48.40243|4.2|225.5|1455614776|R_02
1351|-4.956018|48.402443|1.1|57|1457602692|R_02
1352|-4.95599|48.402447|3|61.3|1450517749|R_02
1353|-4.912446|48.402447|14.5|268.1|1451478791|R_02
1354|-4.955898|48.40245|2.2|217|1458291659|R_02
1355|-4.956097|48.40246|2.1|221.2|1458466393|R_02
1356|-4.911667|48.40246|14.6|264.7|1446992040|R_02
1357|-4.906909|48.40246|14.3|266.1|1445937262|R_02
1358|-4.955665|48.402466|0.4|144|1455268815|R_02
1359|-4.95527|48.402466|3.4|81.2|1457948295|R_02
1360|-4.955823|48.40248|5.5|225.1|1449590292|R_02
1361|-4.955652|48.402485|2.5|78.4|1456824794|R_02
1362|-4.955558|48.402485|5.3|65.9|1444664312|R_02
1363|-4.908017|48.402485|15.8|260.9|1456737269|R_02
1364|-4.956092|48.402493|0.6|173.4|1457170395|R_02
1365|-4.956006|48.402493|2.4|58.8|1447493684|R_02
1366|-4.955522|48.402496|4|74.4|1457861612|R_02
1367|-4.955998|48.4025|2.3|228|1448615279|R_02
1368|-4.911598|48.4025|11.8|266|1455873752|R_02
1369|-4.95607|48.402508|2.9|209.7|1446111078|R_02
1370|-4.904964|48.402508|14|262.2|1454664612|R_02
1371|-4.955207|48.40251|2.5|83.8|1445269098|R_02
1372|-4.955648|48.402534|4|68|1448011942|R_02
1373|-4.909552|48.402534|15|265.1|1446283208|R_02
1374|-4.955537|48.402542|2.2|65|1458466725|R_02
1375|-4.905067|48.402554|13.9|265.7|1451040645|R_02
1376|-4.904718|48.40256|14.4|268.2|1452330946|R_02
1377|-4.955815|48.402565|4|213|1446108767|R_02
1378|-4.95542|48.402565|0.9|67.2|1444034238|R_02
1379|-4.905198|48.402565|12.2|262|1452242847|R_02
