idpoint|longitude|latitude|sog|cog|ts|route
5267|-4.540803|48.353085|16.3|74.1|1449254209|R_06
5268|-4.540135|48.35312|14|70|1456917118|R_06
5269|-4.547715|48.353195|3.4|52.3|1457816036|R_06
5270|-4.549521|48.35334|14.7|72|1449336972|R_06
5271|-4.788092|48.35344|12.3|180.8|1451319069|R_06
5272|-4.54578|48.353443|14.3|74.7|1450271659|R_06
5273|-4.541165|48.3535|10.4|68|1446737096|R_06
5274|-4.543063|48.353523|11.9|64.5|1447177479|R_06
5275|-4.548729|48.353546|11.8|63.5|1448386719|R_06
5276|-4.543248|48.353565|13.6|65.3|1454699295|R_06
5277|-4.541005|48.353714|12.1|67.3|1452278218|R_06
5278|-4.540117|48.353725|16.9|67.6|1450201463|R_06
5279|-4.544023|48.35377|11.5|75.5|1445967716|R_06
5280|-4.550547|48.353806|12.4|60.9|1450892720|R_06
5281|-4.550868|48.354046|6.6|57.1|1454689865|R_06
5282|-4.543158|48.35406|12.1|69.3|1453487381|R_06
5283|-4.54407|48.354107|13.9|74.9|1457631868|R_06
5284|-4.5432|48.354126|14.8|66.9|1456249160|R_06
5285|-4.54611|48.35417|12.7|65.7|1445795673|R_06
5286|-4.54394|48.354176|12.3|72|1448649042|R_06
5287|-4.540153|48.354225|15.7|64.7|1447609452|R_06
5288|-4.548532|48.35445|8.2|82|1454687686|R_06
5289|-4.546632|48.354527|14.4|69|1444237810|R_06
5290|-4.541505|48.354733|12.7|76.7|1457372970|R_06
5291|-4.787187|48.354744|15.2|205.6|1458406706|R_06
5292|-4.541752|48.354794|3.2|80.1|1457816348|R_06
5293|-4.787022|48.35516|15|192|1450971529|R_06
5294|-4.544968|48.35546|6.9|84.5|1454687519|R_06
5295|-4.787003|48.35561|14.5|191|1444926140|R_06
5296|-4.786789|48.35577|15.5|198.3|1456914382|R_06
5297|-4.786165|48.35647|14.5|202.7|1457801599|R_06
5298|-4.785945|48.357185|14.1|209.4|1447606644|R_06
5299|-4.78571|48.35763|12.9|206.5|1453740975|R_06
5300|-4.785162|48.3584|12.9|210.9|1450112293|R_06
5301|-4.78087|48.359432|4|106|1457800992|R_06
5302|-4.780169|48.359505|0.2|37|1451318292|R_06
5303|-4.784588|48.359566|11|229|1447779445|R_06
5304|-4.780655|48.3596|2.9|278.5|1454760637|R_06
5305|-4.780364|48.35978|2.1|332.4|1446483514|R_06
5306|-4.783365|48.36005|9.3|268.2|1452082291|R_06
5307|-4.782444|48.36005|10.5|279|1452610396|R_06
5308|-4.589298|48.2764|2.2|196.4|1458651405|R_07
5309|-4.584978|48.27742|0.3|79.5|1444470156|R_07
5310|-4.586408|48.277668|0.3|229.7|1455817506|R_07
5311|-4.590428|48.277718|0|338.3|1450005736|R_07
5312|-4.590482|48.27779|1.5|139.1|1450005405|R_07
5313|-4.586451|48.277866|4.1|181.2|1455817117|R_07
5314|-4.587322|48.277973|0.2|68|1446204694|R_07
5315|-4.591063|48.278385|3|264.6|1450002822|R_07
5316|-4.588512|48.278385|3.2|268.5|1458298734|R_07
5317|-4.591088|48.278427|3.6|272.1|1457808387|R_07
5318|-4.591138|48.278454|4.8|268.6|1446985175|R_07
5319|-4.588634|48.278454|2|247.6|1457779615|R_07
5320|-4.592837|48.278534|4.2|292.9|1456400114|R_07
5321|-4.590332|48.278587|2.2|89.1|1447169159|R_07
5322|-4.589563|48.27865|5.3|258.4|1446312248|R_07
5323|-4.58902|48.27868|4.1|249.9|1446314237|R_07
5324|-4.589123|48.27879|4.1|60.7|1446312910|R_07
5325|-4.592605|48.278812|2.5|297.2|1452258818|R_07
5326|-4.594198|48.27883|2.6|302.5|1446378683|R_07
5327|-4.589113|48.278835|3.3|60|1446314868|R_07
5328|-4.581088|48.278854|0.6|228.3|1449923631|R_07
5329|-4.588788|48.278904|2.7|28.3|1446379009|R_07
5330|-4.588753|48.278923|0.4|0|1448188735|R_07
5331|-4.588282|48.27894|2.5|208.5|1446376858|R_07
5332|-4.59456|48.278946|2.4|291.8|1458328043|R_07
5333|-4.587417|48.278973|2.7|181.8|1447168771|R_07
5334|-4.58828|48.279068|4|162.6|1446204307|R_07
5335|-4.594815|48.2791|4.2|294.4|1445163509|R_07
5336|-4.58815|48.279125|1.1|15.1|1458311274|R_07
5337|-4.589135|48.27915|0|360|1450014797|R_07
5338|-4.595122|48.279156|1.7|281.3|1445527118|R_07
5339|-4.596103|48.27916|2.4|52.9|1444418483|R_07
5340|-4.588182|48.27916|3|183.8|1450004288|R_07
5341|-4.595686|48.279163|2.3|87.7|1446312577|R_07
5342|-4.595813|48.279194|0|300.2|1457809586|R_07
5343|-4.596203|48.279255|1.2|162.5|1457808719|R_07
5344|-4.589027|48.279255|1.4|233.2|1446379310|R_07
5345|-4.59609|48.279293|0|360|1456400625|R_07
5346|-4.595958|48.27931|0|360|1452259178|R_07
5347|-4.595802|48.279324|0|12.5|1458328433|R_07
5348|-4.594837|48.27933|3.9|318|1454152285|R_07
5349|-4.589092|48.279346|0.6|262.1|1446298217|R_07
5350|-4.595708|48.279354|0.1|317.4|1445163899|R_07
5351|-4.595515|48.2794|0|304.2|1445533926|R_07
5352|-4.588917|48.279415|0.9|294.9|1447153222|R_07
5353|-4.589133|48.279488|0.1|323|1447086820|R_07
5354|-4.58736|48.279552|3.8|204.4|1458327715|R_07
5355|-4.587298|48.279568|5.8|210|1448362402|R_07
5356|-4.595242|48.279587|0.1|297.9|1454152646|R_07
5357|-4.587266|48.27959|5.2|18.6|1457794707|R_07
5358|-4.595465|48.27961|0|124.1|1446985504|R_07
5359|-4.59558|48.279625|0.2|133.6|1446294407|R_07
5360|-4.589617|48.279633|0.2|211.3|1446313238|R_07
5361|-4.595567|48.27964|0|133.6|1446295785|R_07
5362|-4.588012|48.27964|2.9|201.3|1445631057|R_07
5363|-4.595485|48.27968|0.1|122.8|1450003213|R_07
5364|-4.595383|48.27968|2.8|324.9|1446314539|R_07
5365|-4.59554|48.279713|0.9|150.7|1447241655|R_07
5366|-4.585888|48.279804|1.9|52.1|1457784972|R_07
5367|-4.586768|48.27981|1.8|101.4|1454151956|R_07
5368|-4.587525|48.27986|1.2|204.6|1458642131|R_07
5369|-4.58742|48.279873|9.1|195.2|1452258517|R_07
5370|-4.588615|48.279926|0|16.8|1445631507|R_07
5371|-4.588573|48.279926|0.1|211.4|1448362732|R_07
5372|-4.587415|48.280083|0|135|1446903419|R_07
5373|-4.589179|48.280113|3.2|67|1446315170|R_07
5374|-4.596734|48.280167|0|360|1444418875|R_07
5375|-4.587003|48.280388|4.4|198.8|1447241145|R_07
5376|-4.583247|48.280933|4.1|120|1449918140|R_07
5377|-4.587623|48.28096|4.3|173.2|1447086519|R_07
5378|-4.58559|48.281086|5.2|202.9|1446378349|R_07
5379|-4.586868|48.281136|1.5|35.9|1457807906|R_07
5380|-4.587615|48.28132|8.1|185.9|1445163181|R_07
5381|-4.584603|48.28149|0.2|299.8|1444501088|R_07
5382|-4.58633|48.281628|3.9|161.7|1444500640|R_07
5383|-4.586031|48.281815|4.1|168.7|1457784643|R_07
5384|-4.587956|48.28191|6.4|171|1444469825|R_07
5385|-4.585485|48.282074|1.9|142|1450005075|R_07
5386|-4.587215|48.28208|2.7|167.5|1446297860|R_07
5387|-4.586667|48.282265|3.7|178.6|1444318164|R_07
5388|-4.586773|48.28234|6.3|196.3|1448188404|R_07
5389|-4.58756|48.282433|8.7|179.9|1456399785|R_07
5390|-4.588658|48.282467|3.5|341.1|1445513330|R_07
5391|-4.588853|48.28287|0.1|36.8|1444991404|R_07
5392|-4.587646|48.28328|4.3|165|1447152833|R_07
5393|-4.588372|48.28355|2.3|222.6|1444991103|R_07
5394|-4.588143|48.283634|5.8|179.6|1447168469|R_07
5395|-4.589722|48.283695|4.1|137.2|1445630728|R_07
5396|-4.589957|48.283806|6.1|145.3|1454151655|R_07
5397|-4.587047|48.284275|2.3|42.7|1454669925|R_07
5398|-4.587897|48.284386|0.7|34.7|1450720744|R_07
5399|-4.586443|48.28456|1.8|47.1|1445858080|R_07
5400|-4.586725|48.284573|1.5|171.6|1444317835|R_07
5401|-4.587367|48.28459|0.2|39.3|1451383265|R_07
5402|-4.588171|48.284725|3.4|183.6|1453370398|R_07
5403|-4.586118|48.284805|5.4|187.4|1446377959|R_07
5404|-4.587956|48.284885|16.6|180.9|1444418124|R_07
5405|-4.588602|48.28494|0.3|329.6|1445858387|R_07
5406|-4.587719|48.284946|3.4|316.6|1454857324|R_07
5407|-4.586544|48.285004|0.5|290.8|1454670235|R_07
5408|-4.589882|48.28502|4.2|344.5|1449139350|R_07
5409|-4.588967|48.285145|5.3|174.6|1446311947|R_07
5410|-4.58463|48.285233|10.6|203|1446903117|R_07
5411|-4.58817|48.28527|3.7|184.4|1457807576|R_07
5412|-4.588634|48.285423|3.8|170.9|1451382857|R_07
5413|-4.58634|48.285435|102.3|360|1455993329|R_07
5414|-4.588213|48.28545|2.4|19.4|1447620724|R_07
5415|-4.592848|48.285507|7.1|238.5|1449138810|R_07
5416|-4.589638|48.285553|1.1|323.2|1453370707|R_07
5417|-4.587822|48.28557|2|10.6|1458927946|R_07
5418|-4.587808|48.285603|1.4|2.3|1453632423|R_07
5419|-4.587763|48.2858|3.3|177.9|1447086218|R_07
5420|-4.593207|48.285843|0.5|93.5|1452615560|R_07
5421|-4.587739|48.285873|1|354.6|1446670176|R_07
5422|-4.592473|48.286026|5|266.7|1452615251|R_07
5423|-4.588208|48.28606|4|172|1453632113|R_07
5424|-4.586825|48.286144|1.1|301.7|1454857634|R_07
5425|-4.585939|48.286255|1.5|121.2|1455965207|R_07
5426|-4.589713|48.286366|10.5|181.5|1444990799|R_07
5427|-4.588167|48.28638|0.5|230|1446670536|R_07
5428|-4.588298|48.286415|6.6|174.2|1446313909|R_07
5429|-4.585788|48.28642|5.7|202.8|1455816457|R_07
5430|-4.59226|48.28681|3.1|145.1|1445525616|R_07
5431|-4.587703|48.286854|20.8|177|1458298407|R_07
5432|-4.591235|48.287033|6.2|159.4|1458327054|R_07
5433|-4.590138|48.287144|13.5|176|1445857770|R_07
5434|-4.586737|48.287155|3.3|232.1|1455964906|R_07
5435|-4.587245|48.28719|0.4|150|1447621033|R_07
5436|-4.585572|48.28728|8.1|171|1458927640|R_07
5437|-4.587653|48.287407|2.2|170.2|1444317533|R_07
5438|-4.586837|48.287567|6.3|168.7|1454669614|R_07
5439|-4.5921|48.28782|5|135.6|1445507086|R_07
5440|-4.581743|48.287994|6|120.9|1446984515|R_07
5441|-4.591338|48.28805|2.4|4.4|1447085889|R_07
5442|-4.593305|48.288128|6.9|138.3|1448361834|R_07
5443|-4.584526|48.288685|4.1|148|1458327384|R_07
5444|-4.593071|48.288887|6|152.5|1449917750|R_07
5445|-4.588145|48.28892|1.7|359.6|1455655306|R_07
5446|-4.586142|48.28895|3.4|338.4|1456481690|R_07
5447|-4.588135|48.288975|9.8|172.9|1447620412|R_07
5448|-4.595075|48.28904|3.3|209.6|1445630397|R_07
5449|-4.587988|48.28913|4.5|169.9|1457784312|R_07
5450|-4.588657|48.289745|5.5|164.3|1446297528|R_07
5451|-4.584913|48.289906|8.3|275|1447152532|R_07
5452|-4.58836|48.2901|6.6|162.6|1450720442|R_07
5453|-4.589448|48.29042|6.7|74.1|1450004476|R_07
5454|-4.588945|48.29042|0.4|115.1|1455655615|R_07
5455|-4.606793|48.290554|7.9|78.8|1445506458|R_07
5456|-4.586397|48.290672|9.7|152.8|1454857016|R_07
5457|-4.59243|48.290703|8.2|222.6|1453371287|R_07
5458|-4.590788|48.290764|6.5|163|1444500309|R_07
5459|-4.577251|48.290955|9.1|112.5|1447152203|R_07
5460|-4.588275|48.290993|4.9|177.5|1457807217|R_07
5461|-4.588365|48.29109|8.1|36.4|1453371645|R_07
5462|-4.587325|48.291294|0.3|23|1456481999|R_07
5463|-4.588705|48.29167|10.6|156.5|1456481385|R_07
5464|-4.588532|48.2917|2.9|168.5|1444317204|R_07
5465|-4.595075|48.291763|0.5|210.5|1448167408|R_07
5466|-4.591378|48.291847|6.6|166.7|1444469495|R_07
5467|-4.587755|48.291866|11.5|136.8|1452614942|R_07
5468|-4.599035|48.291965|4.8|61.1|1453370355|R_07
5469|-4.603475|48.29206|8.3|126.4|1454151325|R_07
5470|-4.580435|48.29208|6|106.6|1446203678|R_07
5471|-4.589705|48.292133|17.1|166.5|1446669699|R_07
5472|-4.589163|48.292187|6.4|96.5|1449138421|R_07
5473|-4.580198|48.292313|6.7|150.9|1445178078|R_07
5474|-4.586081|48.292408|6.9|181|1446377630|R_07
5475|-4.594517|48.292564|6.5|163.9|1445506785|R_07
5476|-4.59312|48.292675|4.2|169.3|1447085560|R_07
5477|-4.58734|48.292686|6|190.9|1447168139|R_07
5478|-4.597068|48.292732|0.5|171.6|1447668444|R_07
5479|-4.605242|48.2928|7.6|102.6|1447085231|R_07
5480|-4.589648|48.293175|5.3|176.3|1446311617|R_07
5481|-4.58666|48.293728|4.9|179.2|1455816156|R_07
5482|-4.597424|48.29389|102.3|360|1455993028|R_07
5483|-4.593707|48.293957|6.5|137.2|1446984185|R_07
5484|-4.58758|48.2948|21.9|176.2|1450003866|R_07
5485|-4.587382|48.294968|7|155|1446902814|R_07
5486|-4.592443|48.295013|5.4|118.7|1446203350|R_07
5487|-4.580198|48.295074|6.3|334.2|1445178407|R_07
5488|-4.590335|48.29513|12.3|167.4|1455655003|R_07
5489|-4.58747|48.29532|21.1|178.8|1457779313|R_07
5490|-4.588191|48.29542|6.5|185.3|1446313607|R_07
5491|-4.592081|48.295433|10.7|167.3|1451382548|R_07
5492|-4.602613|48.295494|7.2|113.1|1449138120|R_07
5493|-4.597595|48.295677|5.6|162|1458326725|R_07
5494|-4.591428|48.29594|6.3|191.1|1450004147|R_07
5495|-4.592727|48.29603|3.8|196.9|1445630067|R_07
5496|-4.591972|48.296124|0.8|165.6|1447324874|R_07
5497|-4.58946|48.296165|14.4|163.6|1455964604|R_07
5498|-4.589994|48.296528|5.9|170.3|1457783983|R_07
5499|-4.589292|48.296707|3.7|178.2|1444316876|R_07
5500|-4.597106|48.296738|7.7|219.6|1453370026|R_07
5501|-4.60066|48.297|6.4|152.6|1449917425|R_07
5502|-4.602945|48.29706|6.3|115.7|1444469164|R_07
5503|-4.585299|48.297604|8.6|52.2|1453370656|R_07
5504|-4.590698|48.297653|14.1|167|1453370076|R_07
5505|-4.594003|48.297874|7.7|180.3|1448167105|R_07
5506|-4.5908|48.297985|5.6|188.4|1446297200|R_07
5507|-4.603462|48.298187|3|111.6|1446203048|R_07
5508|-4.596005|48.29823|7.1|194.4|1447668143|R_07
5509|-4.57991|48.29826|6.3|212.3|1453370986|R_07
5510|-4.587605|48.29852|19.9|0|1446390479|R_07
5511|-4.586297|48.298668|4.9|193.7|1457806887|R_07
5512|-4.607006|48.298973|9|63.5|1453369066|R_07
5513|-4.591525|48.299953|0.1|200.5|1453285217|R_07
5514|-4.606905|48.300186|7.8|128.9|1446983856|R_07
5515|-4.592422|48.30031|8.2|153.9|1447151812|R_07
5516|-4.596075|48.300587|7.8|180.2|1448361503|R_07
5517|-4.587838|48.300694|4.4|176.1|1455815855|R_07
5518|-4.593427|48.30076|9.3|161.6|1450720131|R_07
5519|-4.600527|48.300854|1.7|264.4|1455185511|R_07
5520|-4.597168|48.30086|7.1|160|1444499980|R_07
5521|-4.590772|48.30147|5.2|171.9|1446311289|R_07
5522|-4.591208|48.301487|3|187.9|1445629737|R_07
5523|-4.58596|48.301666|7|153.6|1445177749|R_07
5524|-4.593717|48.30176|5.2|183.2|1445524896|R_07
5525|-4.590082|48.30178|19.2|178.3|1445162880|R_07
5526|-4.586498|48.3018|6|182.1|1447167810|R_07
5527|-4.585742|48.301826|5.2|183.1|1446377299|R_07
5528|-4.601515|48.301914|9.5|112|1446902512|R_07
5529|-4.594022|48.30195|9.2|178|1451580660|R_07
5530|-4.589188|48.30218|3.9|183|1444316575|R_07
5531|-4.594155|48.302486|9.7|170.4|1447324564|R_07
5532|-4.598681|48.30292|2.3|195.4|1455185207|R_07
5533|-4.593347|48.30305|15.1|166.8|1453631812|R_07
5534|-4.59498|48.303192|9.2|156.9|1454856705|R_07
5535|-4.591335|48.303448|3.3|179.1|1457783652|R_07
5536|-4.60748|48.303627|8.8|220|1445694606|R_07
5537|-4.590159|48.303665|7.9|169.8|1444990497|R_07
5538|-4.607085|48.30372|3.3|209.6|1447674377|R_07
5539|-4.598498|48.303833|0.9|149|1455185435|R_07
5540|-4.597425|48.304085|5.4|220|1446202720|R_07
5541|-4.590993|48.304108|8|64.6|1453369367|R_07
5542|-4.584073|48.304607|5.1|207.9|1453369696|R_07
5543|-4.601902|48.304775|10.8|167.7|1452614632|R_07
5544|-4.587783|48.304893|18.2|184.6|1452258189|R_07
5545|-4.591277|48.304913|15.8|168.1|1458927336|R_07
5546|-4.608851|48.305023|7.7|133|1449917121|R_07
5547|-4.588883|48.305073|22.1|177.1|1458641801|R_07
5548|-4.58896|48.30522|6.1|194.3|1450003818|R_07
5549|-4.59063|48.305286|5|176.4|1446296899|R_07
5550|-4.587678|48.30534|6.1|176.8|1446313278|R_07
5551|-4.588843|48.305767|4.4|174.4|1446292695|R_07
5552|-4.598498|48.306|2.3|172|1455185126|R_07
5553|-4.596042|48.306114|4.3|229.1|1455184897|R_07
5554|-4.59063|48.30615|21.4|175.6|1448188075|R_07
5555|-4.593535|48.30618|14.8|171|1454669308|R_07
5556|-4.604259|48.306686|4.8|215.3|1446284906|R_07
5557|-4.585577|48.306908|7.1|177.2|1457806586|R_07
5558|-4.608517|48.30692|5.8|219.7|1445171418|R_07
5559|-4.588732|48.306988|3.9|165|1455815526|R_07
5560|-4.58515|48.307014|5.4|226|1446310958|R_07
5561|-4.60621|48.307053|5.6|221.2|1444730577|R_07
5562|-4.590213|48.307285|3.9|181.5|1445629407|R_07
5563|-4.603725|48.3078|3.3|207.2|1447674076|R_07
5564|-4.586937|48.30826|17.1|180.4|1444417823|R_07
5565|-4.595525|48.30829|6.5|184.5|1447667834|R_07
5566|-4.60424|48.308533|4.8|216|1445164632|R_07
5567|-4.586677|48.308613|5.5|170.8|1450001233|R_07
5568|-4.597165|48.308666|1.7|217|1455184825|R_07
5569|-4.594137|48.308666|15|174.9|1445857464|R_07
5570|-4.604538|48.308685|9.8|216.5|1446542071|R_07
5571|-4.593432|48.308685|7.2|191.9|1448166796|R_07
5572|-4.591083|48.308773|4|180.8|1457783323|R_07
5573|-4.60149|48.309284|6.7|230.4|1452764415|R_07
5574|-4.595332|48.309666|102.3|360|1455992726|R_07
5575|-4.606862|48.30969|6.4|207.6|1450003939|R_07
5576|-4.592155|48.30971|5.3|211.1|1446202419|R_07
5577|-4.606198|48.309868|10.2|224|1449651132|R_07
5578|-4.60199|48.310135|8.6|80.8|1448360873|R_07
5579|-4.608578|48.310486|4.8|217.8|1443793542|R_07
5580|-4.608737|48.310547|7.6|241|1454498922|R_07
5581|-4.586009|48.310555|5.6|189.8|1447167481|R_07
5582|-4.601488|48.31066|6.6|218|1457867285|R_07
5583|-4.593193|48.310665|6.5|146.7|1445177448|R_07
5584|-4.597291|48.31073|6.3|162.4|1447151482|R_07
5585|-4.605378|48.31092|4|207.9|1446983226|R_07
5586|-4.594767|48.311146|6.7|3.2|1459165445|R_07
5587|-4.595935|48.31127|6.5|188.1|1448361201|R_07
5588|-4.602795|48.311493|8|220.3|1454150665|R_07
5589|-4.603627|48.31157|7.7|159.5|1444499651|R_07
5590|-4.586365|48.31168|5.3|173.4|1446376939|R_07
5591|-4.585627|48.311813|5.7|260.8|1446310629|R_07
5592|-4.596165|48.311832|3.4|208|1455184518|R_07
5593|-4.595627|48.31209|12.1|184|1451382238|R_07
5594|-4.6003|48.31213|3.5|206|1447673767|R_07
5595|-4.593821|48.312374|6|161.9|1455184587|R_07
5596|-4.589352|48.31242|3.7|183.3|1444315944|R_07
5597|-4.591183|48.312454|4.4|176|1446296569|R_07
5598|-4.599877|48.312496|4.9|190.3|1444730267|R_07
5599|-4.588507|48.312508|4.3|172.9|1450003517|R_07
5600|-4.589928|48.31255|4.4|180.8|1446292365|R_07
5601|-4.597437|48.312645|4.4|110.4|1446202089|R_07
5602|-4.601767|48.31278|6.6|236.8|1457429458|R_07
5603|-4.601298|48.31286|6.1|221.4|1456219326|R_07
5604|-4.596382|48.313175|18|169|1456481082|R_07
5605|-4.591902|48.31324|4.7|191|1459165115|R_07
5606|-4.597005|48.313354|6.3|215.8|1446284576|R_07
5607|-4.594807|48.313667|8.3|213.2|1445694275|R_07
5608|-4.59043|48.313766|3.9|202|1457782963|R_07
5609|-4.591967|48.31379|4.6|187.8|1445524417|R_07
5610|-4.600678|48.31386|6|219|1445171089|R_07
5611|-4.597638|48.31432|9.5|225.1|1454856404|R_07
5612|-4.604939|48.31434|5.6|221|1444725199|R_07
5613|-4.593252|48.31436|8.2|192|1451580351|R_07
5614|-4.587997|48.31469|5.5|184.5|1455815198|R_07
5615|-4.597317|48.314716|4.2|210.2|1445164329|R_07
5616|-4.587645|48.314827|6.3|186|1446312948|R_07
5617|-4.597205|48.31495|11|194.9|1450719821|R_07
5618|-4.593508|48.314995|8.4|176.7|1447324263|R_07
5619|-4.602078|48.315052|5.2|217.6|1453632686|R_07
5620|-4.608812|48.3151|4.8|103.8|1446201762|R_07
5621|-4.602843|48.315254|4.1|220.1|1443793240|R_07
5622|-4.598348|48.315334|11.9|227|1453275965|R_07
5623|-4.595682|48.31573|12|211.8|1453284615|R_07
5624|-4.597307|48.31637|3.1|211.2|1447673458|R_07
5625|-4.598671|48.316547|5.1|226.6|1446982895|R_07
5626|-4.597978|48.316586|11.6|219.2|1449727765|R_07
5627|-4.58777|48.316734|5.6|181|1450000932|R_07
5628|-4.60616|48.316765|20.1|239.5|1453374184|R_07
5629|-4.58646|48.316788|6.6|179.1|1457806256|R_07
5630|-4.59164|48.31684|7.7|216.2|1452764113|R_07
5631|-4.594302|48.31688|5.9|205.2|1447667523|R_07
5632|-4.600705|48.316902|6.3|228.7|1445503337|R_07
5633|-4.586347|48.317028|4.3|169.7|1446310328|R_07
5634|-4.600242|48.317036|5.7|211.4|1450003609|R_07
5635|-4.596233|48.317047|17.1|177.1|1446669389|R_07
5636|-4.590498|48.317165|5.4|213|1455184214|R_07
5637|-4.592011|48.317467|3|217|1459164786|R_07
5638|-4.597219|48.317726|6.8|219.5|1454498594|R_07
5639|-4.59662|48.31826|9.5|208.8|1452614321|R_07
5640|-4.586197|48.31846|5.9|161.6|1447167180|R_07
5641|-4.590088|48.318493|7.6|190.2|1448166494|R_07
5642|-4.590611|48.318573|3.2|223.4|1446284275|R_07
5643|-4.603153|48.31862|4.9|223.8|1448356673|R_07
5644|-4.598602|48.31864|4.5|187.4|1444729966|R_07
5645|-4.59124|48.318676|3.9|179|1446296240|R_07
5646|-4.58896|48.318687|3.7|182.2|1444315614|R_07
5647|-4.59622|48.31874|17.1|199.1|1455654695|R_07
5648|-4.589985|48.318905|5.8|227.3|1457429127|R_07
5649|-4.586117|48.31893|2.8|193.4|1446376609|R_07
5650|-4.598908|48.319016|10.2|228.6|1454486375|R_07
5651|-4.592583|48.319023|14.9|197.4|1444990191|R_07
5652|-4.590638|48.31909|6.2|230|1457866924|R_07
5653|-4.58905|48.319298|4.5|195|1446292036|R_07
5654|-4.596803|48.319336|16.5|210.1|1453369767|R_07
5655|-4.59669|48.319633|3.7|229.1|1443792911|R_07
5656|-4.590998|48.31967|5.2|219.9|1445164000|R_07
5657|-4.590548|48.319683|9.8|222|1449650822|R_07
5658|-4.587733|48.319714|6.3|196.4|1457782662|R_07
5659|-4.595852|48.31981|5.7|234.5|1444724871|R_07
5660|-4.5915|48.31981|6.2|232.7|1456218996|R_07
5661|-4.590937|48.31988|10|222.3|1446541761|R_07
5662|-4.600913|48.31992|5.7|170|1447151153|R_07
5663|-4.594067|48.320026|3|216.1|1447673157|R_07
5664|-4.594908|48.32011|17.1|210.4|1455964299|R_07
5665|-4.59742|48.32015|5.9|164.9|1445177088|R_07
5666|-4.59106|48.320587|6.3|226.1|1445170761|R_07
5667|-4.597599|48.32075|8.1|218.6|1453367657|R_07
5668|-4.587013|48.320934|4.7|194.8|1450003128|R_07
5669|-4.588383|48.320953|5.4|230.5|1457864065|R_07
5670|-4.604725|48.321026|5.4|253.8|1452079308|R_07
5671|-4.586918|48.32115|3.6|222.8|1459164458|R_07
5672|-4.599252|48.321575|12.7|255.3|1447765001|R_07
5673|-4.59799|48.32158|7.2|163.8|1447082409|R_07
5674|-4.594387|48.32161|15.2|233.5|1459236180|R_07
5675|-4.590744|48.321617|4.8|216.7|1446982566|R_07
5676|-4.602499|48.321835|11.7|259|1450248536|R_07
5677|-4.585845|48.32193|6|197.4|1455814868|R_07
5678|-4.584058|48.32194|4.5|217.9|1446310027|R_07
5679|-4.593323|48.32205|6.1|225.1|1453632356|R_07
5680|-4.59114|48.32225|8.9|211.6|1454150336|R_07
5681|-4.584981|48.32226|5|220.2|1446283947|R_07
5682|-4.588712|48.322315|14|222.5|1444114295|R_07
5683|-4.593235|48.32242|1.7|240.8|1450003279|R_07
5684|-4.601443|48.32259|9.4|66.7|1447766532|R_07
5685|-4.591116|48.322723|4.5|272.6|1456298411|R_07
5686|-4.584473|48.322807|4.9|206|1446312619|R_07
5687|-4.592371|48.322826|14.7|222.3|1453631507|R_07
5688|-4.588057|48.322845|6.1|218.4|1454498293|R_07
5689|-4.588122|48.322887|6.1|223.7|1456483713|R_07
5690|-4.597998|48.323166|102.3|360|1453291804|R_07
5691|-4.583682|48.323254|9.3|226.5|1445693974|R_07
5692|-4.5985|48.32329|6.2|256.2|1452685532|R_07
5693|-4.589778|48.32336|3.8|232.5|1443792581|R_07
5694|-4.596055|48.323654|4.8|226.4|1448356364|R_07
5695|-4.590552|48.32366|3.3|213.1|1447672856|R_07
5696|-4.589043|48.323765|4.4|223|1446295939|R_07
5697|-4.584665|48.323833|5.6|213|1455183904|R_07
5698|-4.5925|48.323906|5.6|256.3|1452078979|R_07
5699|-4.58451|48.323956|4.9|211.4|1445163698|R_07
5700|-4.58955|48.32397|5.2|220.4|1445502976|R_07
5701|-4.582883|48.324093|4.6|208.1|1445628417|R_07
5702|-4.586955|48.324135|6.7|321.1|1447150101|R_07
5703|-4.591814|48.324245|12.9|231.8|1457598423|R_07
5704|-4.597633|48.324326|3.6|191.4|1444729656|R_07
5705|-4.586431|48.324352|3|211.6|1444315285|R_07
5706|-4.594049|48.324528|6.1|183.9|1451836627|R_07
5707|-4.587322|48.324585|7.3|216|1451580040|R_07
5708|-4.582159|48.32466|5.4|215.2|1457805926|R_07
5709|-4.590665|48.324665|102.3|360|1453291502|R_07
5710|-4.597899|48.324867|6.8|68.7|1451836937|R_07
5711|-4.586785|48.324894|5.2|228.4|1444724541|R_07
5712|-4.585987|48.324898|8.9|221.5|1454856096|R_07
5713|-4.58822|48.325027|13.6|214.8|1454669005|R_07
5714|-4.586485|48.32504|13.3|215.9|1455184278|R_07
5715|-4.585838|48.325066|8.6|56|1459017234|R_07
5716|-4.58756|48.325176|6.7|225.8|1447667205|R_07
5717|-4.589025|48.32525|15.4|227|1458927031|R_07
5718|-4.587863|48.325317|4.6|223.5|1450002951|R_07
5719|-4.582242|48.32534|4.4|236.1|1457428796|R_07
5720|-4.585797|48.32542|8.4|227.4|1447323954|R_07
5721|-4.594648|48.32544|6.3|266|1449915440|R_07
5722|-4.581955|48.32551|3.9|220.3|1459164156|R_07
5723|-4.582885|48.32554|3.8|221.6|1450002800|R_07
5724|-4.584588|48.32556|6.1|194.4|1450000603|R_07
5725|-4.5834|48.325645|5.2|210.7|1446376279|R_07
5726|-4.596173|48.32595|6.2|244.3|1448358684|R_07
