MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
224989000,2023-01-01T00:00:07,24.4852,-79.87384,18.9,42.9,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:01:14,24.48949,-79.8696,18.8,41.4,38.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:02:18,24.49377,-79.86547,18.8,42.0,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:03:26,24.49807,-79.86108,18.8,43.8,41.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:04:32,24.5022,-79.85666,18.8,44.4,41.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:05:37,24.5063,-79.85236,18.8,43.3,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:06:43,24.51055,-79.84807,18.8,42.6,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:07:49,24.51481,-79.84381,18.8,42.3,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:08:55,24.51907,-79.83954,18.8,42.8,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:10:01,24.5233,-79.83523,18.8,43.3,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:11:07,24.52752,-79.83092,18.8,42.9,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:12:13,24.53178,-79.82667,18.8,42.1,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:13:19,24.53609,-79.82248,18.8,41.6,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:14:25,24.54044,-79.8182,18.8,42.3,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:15:31,24.54469,-79.81393,18.8,42.7,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:16:32,24.54853,-79.81003,18.8,42.7,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:17:37,24.55272,-79.80585,18.8,42.4,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:18:42,24.55702,-79.80164,18.7,41.7,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:19:49,24.5613,-79.79742,18.7,42.3,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:20:55,24.56562,-79.79311,18.7,42.2,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:22:01,24.56983,-79.78896,18.7,42.1,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:23:08,24.57416,-79.78469,18.7,42.0,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:24:13,24.57839,-79.78047,18.7,42.3,40.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:26:26,24.58694,-79.77213,18.6,41.3,39.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
224989000,2023-01-01T00:27:31,24.5912,-79.76809,18.6,40.7,38.0,RIAS BAIXAS KNUTSEN,IMO9825568,EBRU,80.0,0.0,299.0,48.0,12.2,80.0,A
229099000,2023-01-01T00:00:04,23.87015,-83.7724,16.0,103.5,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:01:09,23.86903,-83.76726,16.0,103.1,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:02:16,23.8679,-83.76203,16.0,103.4,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:03:22,23.86676,-83.7568,16.0,103.4,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:04:28,23.86562,-83.75157,16.0,103.5,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:05:34,23.86447,-83.74635,16.0,103.3,103.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:06:40,23.86332,-83.74105,16.0,103.4,103.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:07:45,23.86219,-83.73593,16.0,103.4,103.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:08:52,23.86103,-83.73065,16.0,103.3,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:09:58,23.85991,-83.72544,16.0,103.1,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:11:04,23.85877,-83.72021,16.0,103.3,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:12:10,23.85764,-83.71508,16.0,103.4,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:13:16,23.85648,-83.70978,16.0,103.3,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:14:28,23.85523,-83.70408,16.0,103.3,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:15:34,23.85411,-83.69895,16.0,103.4,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:16:40,23.85296,-83.69372,16.0,103.4,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:17:46,23.85179,-83.68843,16.0,103.5,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:18:52,23.85065,-83.68328,16.0,103.5,103.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:19:58,23.84951,-83.67806,16.0,103.3,103.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:21:04,23.84838,-83.67285,16.0,103.5,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:22:10,23.84723,-83.66757,16.0,103.7,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:24:22,23.84494,-83.65724,16.0,103.3,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:25:28,23.84377,-83.65195,16.0,103.6,103.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:26:34,23.84262,-83.64675,16.0,103.3,103.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229099000,2023-01-01T00:27:40,23.8415,-83.6416,16.0,103.3,104.0,MINERVA CHIOS,IMO9877341,9HA5445,80.0,0.0,293.0,46.0,11.6,80.0,A
229202000,2023-01-01T00:00:05,29.36303,-89.44117,12.2,108.5,110.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:01:06,29.3619,-89.43741,12.5,109.2,110.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:02:14,29.36057,-89.43301,12.8,109.2,110.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:03:16,29.35932,-89.42898,13.0,109.5,110.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:04:17,29.35811,-89.42501,13.1,109.1,114.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:05:24,29.35633,-89.42076,13.1,117.5,125.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:06:25,29.35424,-89.41738,13.0,127.9,130.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:07:29,29.35197,-89.41408,13.1,128.5,130.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:08:34,29.34927,-89.41025,13.2,128.1,131.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:09:56,29.34595,-89.406,13.2,133.6,135.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:11:00,29.34338,-89.4029,13.3,133.6,135.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:12:05,29.34036,-89.39939,13.3,136.0,140.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:13:06,29.33751,-89.39651,13.3,138.6,140.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:14:10,29.33469,-89.39367,13.4,138.4,140.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:15:15,29.33146,-89.39038,13.4,138.6,140.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:16:25,29.32813,-89.38714,13.3,142.7,145.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:18:46,29.32105,-89.38131,13.2,144.8,147.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:19:55,29.3176,-89.37853,13.1,145.1,147.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:21:05,29.31406,-89.37569,13.0,145.0,147.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:22:16,29.31054,-89.37286,12.9,144.8,147.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:23:17,29.3076,-89.3705,12.8,145.8,150.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:24:19,29.30459,-89.36831,12.7,147.3,150.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:25:25,29.30119,-89.36582,12.7,148.8,155.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:26:35,29.29756,-89.3636,12.5,151.4,155.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
229202000,2023-01-01T00:27:46,29.29396,-89.3615,12.0,153.6,156.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
235076272,2023-01-01T00:00:03,27.8501,-95.86824,13.0,239.0,238.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:01:11,27.84798,-95.87224,12.9,238.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:02:12,27.84616,-95.87569,12.8,239.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:03:21,27.84407,-95.87972,12.8,240.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:04:32,27.84193,-95.88383,12.8,240.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:05:33,27.84015,-95.88729,12.8,240.0,240.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:06:42,27.83809,-95.89141,12.8,241.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:07:51,27.83621,-95.89535,12.8,241.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:09:02,27.83422,-95.8996,12.9,242.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:10:03,27.83257,-95.90315,12.8,241.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:12:21,27.82878,-95.91143,12.8,243.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:13:22,27.82715,-95.91506,12.8,242.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:14:23,27.82554,-95.91858,12.8,242.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:15:43,27.82336,-95.92338,12.8,242.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:16:52,27.8215,-95.92753,12.8,243.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:17:53,27.81991,-95.9311,12.8,243.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:19:02,27.81806,-95.93529,12.7,242.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:20:03,27.8165,-95.93887,12.8,243.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:21:10,27.81472,-95.94295,12.8,244.0,241.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:22:11,27.81315,-95.94653,12.8,243.0,240.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:23:22,27.81126,-95.95075,12.8,242.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:24:31,27.80935,-95.95486,12.7,242.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:25:32,27.80772,-95.95841,12.7,242.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:26:43,27.80575,-95.96267,12.7,242.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
235076272,2023-01-01T00:27:52,27.80386,-95.96672,12.7,243.0,239.0,PARAMOUNT HANOVER,IMO9398723,2CWA7,80.0,0.0,249.0,44.0,14.8,80.0,A
241627000,2023-01-01T00:00:06,28.69537,-94.39589,13.2,318.6,320.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:01:15,28.69861,-94.3991,13.2,318.3,320.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:02:16,28.7014,-94.40187,13.3,318.3,320.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:03:25,28.7047,-94.40516,13.4,318.5,320.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:04:26,28.70746,-94.40793,13.5,318.3,320.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:05:36,28.71081,-94.41128,13.5,318.6,320.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:06:46,28.71405,-94.41465,13.6,316.7,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:07:56,28.71726,-94.41815,13.7,316.0,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:09:05,28.72041,-94.4216,13.7,316.3,319.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:10:06,28.72319,-94.42458,13.7,316.7,319.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:11:09,28.72599,-94.42757,13.8,316.5,319.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:12:14,28.72921,-94.43106,13.8,316.6,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:13:15,28.73198,-94.43408,13.9,316.4,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:14:20,28.73477,-94.43711,13.8,316.4,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:15:25,28.73807,-94.44068,13.9,316.4,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:16:26,28.7409,-94.44367,13.9,316.1,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:17:28,28.74364,-94.44665,13.9,316.2,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:18:35,28.74689,-94.45018,13.8,316.1,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:19:46,28.75017,-94.45384,13.8,316.0,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:20:47,28.75287,-94.45681,13.7,316.2,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:22:06,28.75643,-94.46071,13.2,315.8,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:23:07,28.75912,-94.46364,12.8,316.2,318.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:24:15,28.76207,-94.46674,12.4,317.3,312.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:25:16,28.76413,-94.46974,11.8,303.3,300.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:26:17,28.76563,-94.47298,11.5,295.3,297.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
241627000,2023-01-01T00:27:26,28.76721,-94.47675,11.3,296.8,308.0,SEA PUMA,IMO9802176,SVDB6,80.0,0.0,250.0,44.0,11.5,80.0,A
244848000,2023-01-01T00:00:00,29.74529,-95.10258,6.9,45.2,44.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:01:10,29.74691,-95.10076,7.0,45.2,44.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:02:21,29.74855,-95.09884,7.0,44.9,44.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:03:29,29.75015,-95.09695,7.2,46.5,44.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:04:30,29.75155,-95.09515,7.7,48.8,32.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:05:31,29.75332,-95.09377,7.4,27.1,20.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:06:39,29.75562,-95.09266,8.0,21.7,20.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:07:40,29.7578,-95.09171,8.3,18.8,25.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:08:51,29.76024,-95.09016,8.3,33.5,40.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:09:52,29.76194,-95.08841,8.3,48.3,59.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:10:54,29.7631,-95.08589,8.6,70.5,79.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:12:01,29.76349,-95.08276,9.0,88.3,96.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:13:02,29.76305,-95.0799,9.2,105.5,112.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:14:11,29.76183,-95.0767,9.4,111.7,118.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:15:12,29.76048,-95.07411,9.5,124.8,122.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:16:21,29.7587,-95.07112,9.5,125.7,131.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:17:31,29.75655,-95.06864,9.4,140.2,146.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:19:51,29.7511,-95.06538,9.6,155.4,154.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:21:01,29.74822,-95.06387,9.7,155.4,153.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:22:10,29.74539,-95.06236,9.7,156.9,154.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:23:21,29.74245,-95.06084,9.8,156.6,153.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:24:22,29.73997,-95.05944,9.8,150.3,141.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:25:30,29.73757,-95.05714,9.5,134.5,127.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:26:40,29.73581,-95.05441,8.9,123.8,122.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
244848000,2023-01-01T00:27:42,29.73451,-95.05203,8.7,121.2,122.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
248326000,2023-01-01T00:00:02,29.35767,-89.46235,11.2,38.0,42.0,STELIOS B,IMO9452490,9HA2318,70.0,0.0,195.0,32.0,13.0,79.0,A
248326000,2023-01-01T00:01:08,29.36028,-89.45948,11.2,48.0,57.0,STELIOS B,IMO9452490,9HA2318,70.0,0.0,195.0,32.0,13.0,79.0,A
248326000,2023-01-01T00:02:19,29.36212,-89.4558,11.1,65.0,72.0,STELIOS B,IMO9452490,9HA2318,70.0,0.0,195.0,32.0,13.0,79.0,A
