,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
967,368183220,2023-01-01T00:00:02,29.18387,-88.94234,0.3,264.3,51.0,CAPT WOODROW,IMO1063439,WDL9895,79.0,0.0,64.0,16.0,3.5,79.0,A
968,366946170,2023-01-01T00:00:04,40.76001,-73.85226,0.1,263.0,511.0,SKYLINE PRINCESS,,WDB7684,60.0,15.0,27.0,8.0,,69.0,A
969,368157160,2023-01-01T00:00:05,36.79782,-76.29111,0.0,224.8,511.0,MISS DOT G,,WDL7108,31.0,0.0,22.0,8.0,0.0,31.0,A
970,366909530,2023-01-01T00:00:04,43.65767,-70.24787,0.1,304.2,511.0,RODERICK MCALLISTER,IMO6807216,WDB5428,31.0,0.0,32.0,8.0,3.8,52.0,A
971,367654290,2023-01-01T00:00:04,36.99878,-89.15996,0.0,360.0,511.0,CONNELL SMITH,,WDH8063,31.0,0.0,15.0,,,31.0,A
972,368073280,2023-01-01T00:00:04,29.8921,-91.21039,6.6,173.6,171.0,RYDER JAMES DEVALL,,WDK6308,0.0,15.0,0.0,0.0,0.0,0.0,A
973,368170680,2023-01-01T00:00:02,29.78415,-95.09872,0.0,360.0,511.0,HANNAH ROBYN,,WDL8560,99.0,4.0,10.0,8.0,0.0,99.0,A
974,368042470,2023-01-01T00:00:08,29.97806,-90.40092,0.0,22.0,340.0,SOPHIA GRACE,IMO8231484,WDK3156,57.0,12.0,119.0,33.0,2.9,57.0,A
975,636021440,2023-01-01T00:00:04,28.30925,-93.0251,17.5,306.0,307.0,SEABOARD PRIDE,IMO9294513,5LDY2,74.0,5.0,210.0,30.0,9.7,74.0,A
976,368165580,2023-01-01T00:00:06,29.93114,-93.04382,6.6,274.9,269.0,PARKER JAMES,,WDL8010,57.0,12.0,158.0,16.0,0.0,57.0,A
977,636093051,2023-01-01T00:00:01,31.30308,-79.38315,15.3,176.5,186.0,MSC GENEVA,IMO9320427,5LDD4,79.0,0.0,283.0,40.0,8.8,79.0,A
978,367657930,2023-01-01T00:00:00,32.08597,-81.0944,0.0,144.6,511.0,JOHN PARRISH,,WDH8435,31.0,11.0,28.0,7.0,,52.0,A
979,367481060,2023-01-01T00:00:01,18.26224,-65.3748,15.3,75.1,511.0,LADY BRANDI,IMO8968387,WDF7098,60.0,0.0,42.0,9.0,,60.0,A
980,367475530,2023-01-01T00:00:04,38.58017,-90.21976,0.0,297.0,511.0,CHARLIE NEWTON,,WDF6561,31.0,0.0,18.0,7.0,,31.0,A
981,366958670,2023-01-01T00:00:02,29.936,-90.32932,8.7,259.8,511.0,NED FERRY,,WDB8439,31.0,0.0,29.0,8.0,,52.0,A
982,367649760,2023-01-01T00:00:02,41.72451,-87.54,0.0,0.0,511.0,ARIZONA,,WDH7602,31.0,15.0,24.0,6.0,,99.0,A
983,367137180,2023-01-01T00:00:05,41.00632,-73.35182,4.6,271.3,266.0,ALLIE B,IMO7626279,WDD3857,31.0,11.0,35.0,9.0,4.3,52.0,A
984,367339560,2023-01-01T00:00:03,43.6573,-70.24935,0.0,49.8,511.0,CITY OF PORTLAND,,WDE9667,90.0,15.0,19.0,,,58.0,A
985,311066300,2023-01-01T00:00:06,27.81842,-97.20947,0.0,199.8,21.0,SONANGOL PORTO AMBOI,IMO9575577,C6ZB8,80.0,5.0,274.0,48.0,17.0,89.0,A
986,351104000,2023-01-01T00:00:05,28.43877,-94.43045,15.4,178.1,178.0,GAR ARES,IMO9892391,3FDR8,80.0,0.0,230.0,32.0,11.9,80.0,A
987,255803680,2023-01-01T00:00:06,28.85062,-94.36903,0.0,3.0,91.0,MSC BRIDGEPORT,IMO9243409,CQRK,74.0,1.0,323.0,43.0,12.8,74.0,A
988,367504990,2023-01-01T00:00:02,29.59298,-94.41326,3.4,51.3,50.0,DAVE ANDERSON,,WDF9422,31.0,12.0,26.0,9.0,,57.0,A
989,367759080,2023-01-01T00:00:04,28.66592,-96.01096,1.4,62.2,62.0,AMERICAN POWER,,WDJ2513,31.0,12.0,,,,57.0,A
990,367544000,2023-01-01T00:00:00,29.54772,-90.69301,0.0,355.6,77.0,EXPLORER,IMO8950463,WDL4164,34.0,15.0,55.0,12.0,3.2,34.0,A
991,366937050,2023-01-01T00:00:00,35.09048,-90.10682,0.0,322.4,25.0,KELLY LEE,,WDB7141,31.0,12.0,42.0,11.0,,57.0,A
992,477842500,2023-01-01T00:00:04,30.39872,-81.43015,8.4,40.6,45.0,ZIM CANADA,IMO9945485,VRUN7,71.0,0.0,330.0,48.0,13.8,71.0,A
993,366755020,2023-01-01T00:00:08,33.72996,-118.25695,1.0,157.4,511.0,ADMIRAL,IMO9188544,WCY6529,31.0,0.0,31.0,10.0,3.4,52.0,A
994,367784640,2023-01-01T00:00:02,40.70201,-74.00327,10.8,114.3,101.0,GREAT EAGLE,,WDJ5132,60.0,0.0,,,,60.0,A
995,366920840,2023-01-01T00:00:08,29.95603,-90.04302,0.5,305.0,511.0,MISS SHERI ANN,,WCE9738,60.0,15.0,15.0,4.0,,30.0,A
996,352986205,2023-01-01T00:00:01,27.2883,-94.99054,13.9,188.4,179.0,PRISM COURAGE,IMO9888481,3E3945,80.0,0.0,299.0,48.0,9.1,80.0,A
997,366904950,2023-01-01T00:00:04,46.28376,-84.11752,5.5,356.3,356.0,LEE A TREGURTHA,IMO5385625,WUR8857,70.0,0.0,251.0,22.0,8.6,70.0,A
998,367733880,2023-01-01T00:00:07,33.72368,-118.07131,0.0,360.0,511.0,HIGH PRYORITY,,WDI7956,37.0,0.0,,,,37.0,A
999,367658440,2023-01-01T00:00:04,27.87903,-97.04394,0.0,289.5,178.0,CHIP STIEBING,,WDH8481,31.0,5.0,23.0,,,95.0,A
1000,338199855,2023-01-01T00:00:01,21.32877,-158.12072,0.0,360.0,256.0,AHUA POINT,,,60.0,0.0,,,,50.0,A
1001,367702410,2023-01-01T00:00:03,30.01977,-93.98042,0.0,60.4,200.0,SAFETY FIRST,,WDI4825,31.0,0.0,21.0,8.0,,52.0,A
1002,368002250,2023-01-01T00:00:04,34.02023,-91.19759,1.2,100.8,511.0,DAVID CHOATE,,WDJ6998,31.0,15.0,,,,31.0,A
1003,366970760,2023-01-01T00:00:05,37.94467,-87.42755,0.0,116.3,511.0,LOUISIANA SUN,,WDB9159,31.0,0.0,18.0,8.0,,31.0,A
1004,367014380,2023-01-01T00:00:00,29.88983,-89.99825,1.1,206.9,207.0,GEORGE ROWE,,WDC3798,31.0,12.0,22.0,7.0,,57.0,A
1005,367633260,2023-01-01T00:00:06,30.04921,-90.53749,0.0,107.8,4.0,LOUISIANA STAR,,WDH5965,31.0,0.0,18.0,7.0,,52.0,A
1006,369322000,2023-01-01T00:00:08,33.6739,-118.18384,7.0,32.9,34.0,CAPE ANN,IMO9848510,WDJ8731,57.0,12.0,139.0,22.0,6.6,57.0,A
1007,366435740,2023-01-01T00:00:04,46.16779,-123.91439,0.0,360.0,511.0,GEORGE ALLEN,IMO7309613,WBT7376,30.0,7.0,21.0,7.0,,30.0,A
1008,367311490,2023-01-01T00:00:05,27.85256,-97.2396,6.7,341.6,334.0,LADY OF PROMPT SUCCO,,WDD9441,31.0,12.0,21.0,8.0,,57.0,A
1009,367351520,2023-01-01T00:00:02,40.66219,-74.13804,0.0,280.9,511.0,BRIAN NICHOLAS,IMO8851297,WDE4333,31.0,12.0,22.0,6.0,,52.0,A
1010,538009564,2023-01-01T00:00:04,34.03113,-119.13483,18.8,130.9,135.0,DEL MONTE HARVESTER,IMO9869667,V7A4894,70.0,0.0,192.0,30.0,7.5,70.0,A
1011,367049470,2023-01-01T00:00:14,33.76293,-118.26619,0.0,265.5,511.0,STEPHEN M WHITE,,WCU6542,90.0,15.0,15.0,4.0,,50.0,A
1012,367314640,2023-01-01T00:00:00,41.18209,-72.7682,6.6,272.3,273.0,ROWAN M MCALLISTER,IMO8023606,WDD9667,31.0,0.0,33.0,10.0,4.2,52.0,A
1013,305079000,2023-01-01T00:00:05,24.66645,-79.61828,14.7,165.6,167.0,JSP BORA,IMO9390472,V2CQ4,70.0,0.0,147.0,23.0,8.5,71.0,A
1014,368157130,2023-01-01T00:00:01,34.73087,-87.80192,0.2,17.8,85.0,MARY LYNN COOPER,,WDL7102,57.0,12.0,22.0,9.0,0.0,57.0,A
1015,367501660,2023-01-01T00:00:04,28.95217,-95.2985,6.6,230.5,224.0,SAN BERNARD,,WDF9089,31.0,12.0,23.0,10.0,,57.0,A
1016,368247000,2023-01-01T00:00:01,26.09125,-80.12158,0.0,282.2,268.0,INTEGRITY,IMO9369394,WDD7905,31.0,0.0,41.0,12.0,6.9,57.0,A
1017,368110390,2023-01-01T00:00:00,30.17741,-89.41626,6.7,257.4,511.0,PEARL RIVER,,WDL2253,57.0,12.0,113.0,18.0,2.6,52.0,A
1018,367724460,2023-01-01T00:00:00,32.08208,-81.06327,0.0,168.1,264.0,JACK T MORAN,IMO9803467,WDI7011,31.0,0.0,28.0,,,52.0,A
1019,367682130,2023-01-01T00:00:00,30.25114,-88.42777,1.3,328.9,317.0,MV LIV,,WDI2827,31.0,12.0,21.0,,,57.0,A
1020,368149190,2023-01-01T00:00:02,41.63738,-70.9189,0.0,253.1,511.0,CAMDYN,IMO0280334,WDL6282,52.0,0.0,31.0,8.0,3.8,52.0,A
1021,366993970,2023-01-01T00:00:06,40.66552,-74.05724,0.0,310.7,511.0,BUCHANAN #12,,WDC2499,31.0,12.0,26.0,9.0,,52.0,A
1022,366842960,2023-01-01T00:00:01,29.36339,-94.90979,0.0,301.8,268.0,BETH WILSON,IMO8975768,WDA7404,31.0,5.0,25.0,9.0,,52.0,A
1023,367718490,2023-01-01T00:00:03,29.6674,-91.23511,2.2,27.0,42.0,ST BARTHOLOMEW,,WDI6417,31.0,12.0,,,,57.0,A
1024,3669881,2023-01-01T00:00:05,43.26182,-79.0639,0.0,360.0,511.0,,,,0.0,15.0,0.0,0.0,0.0,0.0,A
1025,366996490,2023-01-01T00:00:06,30.43953,-91.19281,0.0,169.7,8.0,J E O'DONNELL,,WDC2694,31.0,0.0,20.0,7.0,,52.0,A
1026,636092969,2023-01-01T00:00:02,28.8271,-93.99347,14.4,287.0,286.0,CHEMTRANS NOVA,IMO9316232,D5YB7,89.0,0.0,229.0,32.0,11.5,89.0,A
1027,367639150,2023-01-01T00:00:02,40.64103,-74.07036,0.1,360.0,511.0,NYPD 621,,WDH6549,90.0,0.0,,,,55.0,A
1028,368006860,2023-01-01T00:00:01,29.95346,-90.01975,0.0,226.0,299.0,LIZ HEALY,IMO9840685,WDJ7456,31.0,0.0,,,,31.0,A
1029,338068000,2023-01-01T00:00:04,28.96188,-90.2023,10.4,159.8,158.0,SQUALL,IMO9690391,WDI5397,90.0,0.0,71.0,,,70.0,A
1030,338326411,2023-01-01T00:00:01,30.20963,-90.45334,0.0,254.8,511.0,SHALLOW DRAFT 17,,581122,64.0,15.0,20.0,7.0,2.0,64.0,A
1031,367143550,2023-01-01T00:00:03,38.95805,-74.8674,0.1,335.4,511.0,KATHY ROSE,IMO7932276,WDD4343,30.0,0.0,28.0,7.0,4.3,30.0,A
1032,368217990,2023-01-01T00:00:08,40.70851,-74.02909,4.5,326.1,511.0,FREEDOM,,WDM5660,60.0,0.0,28.0,10.0,0.0,60.0,A
1033,367478440,2023-01-01T00:00:00,29.79023,-95.07792,0.0,18.1,18.0,ERIC BUNCE,,WDF6847,31.0,12.0,21.0,9.0,,57.0,A
1034,367183360,2023-01-01T00:00:04,47.57381,-122.34542,0.0,250.9,183.0,OLYMPIC SCOUT,,WDD7216,31.0,0.0,27.0,8.0,,31.0,A
1035,372051000,2023-01-01T00:00:02,39.19966,-76.50525,9.7,114.1,113.0,MSC VITTORIA,IMO9299551,3EHF3,70.0,0.0,324.0,42.0,14.5,71.0,A
1036,368170080,2023-01-01T00:00:08,46.0893,-122.92856,0.0,311.4,198.0,GLORIA,IMO7129520,WDL8503,32.0,0.0,37.0,10.0,0.0,32.0,A
1037,368286780,2023-01-01T00:00:01,29.92471,-90.13762,2.9,317.0,336.0,REPOSE,IMO1041355,WDN5068,31.0,0.0,87.0,33.0,3.5,31.0,A
1038,366996630,2023-01-01T00:00:02,29.64961,-90.26049,4.4,254.7,255.0,PECOS,,WDC2706,31.0,12.0,21.0,7.0,,52.0,A
1039,367402930,2023-01-01T00:00:00,38.55241,-82.72112,3.6,121.9,122.0,JEAN AKIN,,WDE8216,31.0,12.0,28.0,7.0,,31.0,A
1040,366938770,2023-01-01T00:00:02,46.24299,-84.10615,5.7,17.7,17.0,H LEE WHITE,IMO7366362,WZD2465,70.0,0.0,214.0,23.0,9.1,70.0,A
1041,366932120,2023-01-01T00:00:03,29.31098,-94.65572,7.6,131.2,134.0,TAKU WIND,IMO7029536,WDI9036,31.0,0.0,36.0,9.0,3.9,0.0,A
1042,366938760,2023-01-01T00:00:03,43.443,-87.07253,13.7,204.6,205.0,SAM LAUD,IMO7390210,WZC7602,70.0,5.0,193.0,20.0,8.3,70.0,A
1043,367433780,2023-01-01T00:00:03,21.3054,-157.86605,3.1,42.5,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
1044,316003459,2023-01-01T00:00:04,48.3699,-123.72556,0.0,287.0,32.0,SUN MAIDEN,IMO7629245,CZ4548,30.0,7.0,22.0,6.0,2.8,30.0,A
1045,334974000,2023-01-01T00:00:02,30.40014,-88.25858,0.0,360.0,511.0,COSTA VII,,HQZX3,90.0,15.0,35.0,13.0,2.5,90.0,A
1046,338125915,2023-01-01T00:00:05,27.29239,-90.96817,0.1,282.6,358.0,CONSTITUTION SPAR,,WQSF804,90.0,3.0,168.0,,,0.0,A
1047,368006270,2023-01-01T00:00:03,38.80019,-77.03786,8.3,181.9,511.0,POTOMAC TAXI II,,WDJ7391,60.0,,,,,,B
1048,367007870,2023-01-01T00:00:00,20.9845,-156.19729,8.3,120.8,121.0,HENRY SAUSE,IMO7530078,WTW9259,31.0,0.0,30.0,7.0,4.2,52.0,A
1049,368064650,2023-01-01T00:00:02,33.72367,-118.27981,0.0,360.0,511.0,KIN SHIP,,WDK5421,37.0,15.0,26.0,6.0,0.0,37.0,A
1050,367145870,2023-01-01T00:00:00,41.60609,-70.28778,33.1,341.4,344.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,46.0,11.0,1.6,49.0,A
1051,367505040,2023-01-01T00:00:00,30.02151,-93.9881,0.0,218.1,511.0,RED RIVER EXPRESS,,WDF9426,31.0,12.0,24.0,9.0,,57.0,A
1052,367050250,2023-01-01T00:00:00,27.88109,-97.04451,0.0,249.1,163.0,JACKIE,,WDF2439,31.0,12.0,23.0,8.0,,57.0,A
1053,368039240,2023-01-01T00:00:03,35.0829,-90.14254,0.0,321.8,511.0,JOY GLYNN,,WDK2817,0.0,0.0,0.0,0.0,0.0,0.0,A
1054,367187120,2023-01-01T00:00:00,27.46827,-82.69634,0.0,360.0,511.0,PEARL RIVER,,WDD7486,90.0,0.0,11.0,4.0,,53.0,A
1055,367645120,2023-01-01T00:00:08,26.07769,-92.05989,0.3,131.3,297.0,CAPE COD,IMO9744623,WDH7132,90.0,0.0,65.0,14.0,4.1,70.0,A
1056,367005760,2023-01-01T00:00:02,30.70109,-88.03604,0.0,304.9,73.0,MELVIN L KING,,WUT9921,31.0,0.0,23.0,9.0,,52.0,A
1057,368099320,2023-01-01T00:00:06,29.12542,-95.18096,5.2,219.7,511.0,CYNTHIA K,IMO1294530,WDK8982,57.0,12.0,100.0,16.0,2.8,57.0,A
1058,367421590,2023-01-01T00:00:07,38.82226,-90.11702,0.0,20.1,13.0,CATHY GOLDING,,WDE9813,31.0,5.0,24.0,9.0,,57.0,A
1059,366978060,2023-01-01T00:00:04,47.6669,-122.38864,0.0,347.0,210.0,NORDIC FURY,IMO7337153,WDB9538,30.0,0.0,28.0,8.0,,30.0,A
1060,367428170,2023-01-01T00:00:05,30.42414,-91.19602,0.4,252.0,511.0,CAJUN HUSTLER,,WDF2447,31.0,0.0,17.0,6.0,,31.0,A
1061,367451080,2023-01-01T00:00:07,40.50403,-80.11304,0.0,360.0,511.0,JOHN KUSHNER,,WDF4371,31.0,15.0,30.0,7.0,,99.0,A
1062,403529000,2023-01-01T00:00:06,27.55318,-96.47979,11.3,49.7,47.0,AMJAD,IMO9779800,HZSH,80.0,3.0,,,,80.0,A
1063,367305890,2023-01-01T00:00:05,29.29151,-88.66491,0.3,116.4,511.0,LADY LAB,IMO9370680,WDD9017,60.0,0.0,49.0,9.0,,67.0,A
1064,636019342,2023-01-01T00:00:07,48.3509,-124.36379,2.1,137.2,328.0,GSL ELENI,IMO9285677,D5QI4,71.0,2.0,299.0,42.0,10.0,71.0,A
1065,368124380,2023-01-01T00:00:07,29.41691,-94.72856,0.2,356.2,74.0,MISS AMANDA M,IMO1299362,WDL3722,31.0,12.0,24.0,10.0,3.1,31.0,A
1066,367542650,2023-01-01T00:00:03,29.17899,-89.25809,0.0,236.9,248.0,RIVER PILOT,,WDG5036,50.0,15.0,,,,50.0,A
1067,367171010,2023-01-01T00:00:08,30.01305,-90.75644,0.0,342.6,511.0,ED,,WDD6296,31.0,0.0,15.0,6.0,,52.0,A
1068,538006907,2023-01-01T00:00:04,42.6025,-70.2562,13.3,317.3,317.0,PALANCA RIO,IMO9747998,V7QS4,80.0,0.0,133.0,,,89.0,A
1069,367427540,2023-01-01T00:00:09,37.99383,-90.03013,6.8,135.5,511.0,PAUL KLAUSEN,,WDF2337,31.0,12.0,53.0,15.0,,32.0,A
1070,368102360,2023-01-01T00:00:04,38.53869,-90.25554,0.0,283.4,37.0,RAINMAN,,WDK9303,52.0,0.0,22.0,10.0,2.7,52.0,A
1071,367649320,2023-01-01T00:00:02,48.53594,-123.01386,0.0,207.7,207.0,WSF SAMISH,IMO9720251,WDH7552,60.0,0.0,110.0,25.0,5.0,60.0,A
1072,369970481,2023-01-01T00:00:01,38.98395,-76.46725,0.0,179.0,353.0,YP-707,,NFEE,90.0,0.0,,,,99.0,A
1073,367460360,2023-01-01T00:00:09,30.53125,-88.11197,0.0,203.2,511.0,MR LANDON,,WDF5184,31.0,0.0,18.0,6.0,,0.0,A
1074,367155110,2023-01-01T00:00:00,46.16719,-123.9181,0.0,0.0,511.0,CAPTAIN RALEIGH,IMO7937575,WDD5207,30.0,15.0,20.0,6.0,,30.0,A
1075,368056740,2023-01-01T00:00:05,32.85512,-79.95211,0.0,188.9,55.0,CAPT. JIM MCALLISTER,IMO9857573,WDK4591,52.0,0.0,33.0,13.0,5.6,52.0,A
1076,319019400,2023-01-01T00:00:08,18.31075,-64.83421,0.0,176.5,71.0,AIYANA,,ZGAD8,36.0,8.0,,,,36.0,A
1077,367339130,2023-01-01T00:00:07,28.31112,-92.02949,4.3,124.0,128.0,MS MEGAN,IMO8660117,WDE3441,90.0,5.0,45.0,11.0,,70.0,A
1078,367757660,2023-01-01T00:00:08,39.01221,-81.76413,0.0,360.0,511.0,DIRK TAYLOR,,WDJ2367,31.0,0.0,17.0,,,31.0,A
1079,367327630,2023-01-01T00:00:02,29.93475,-89.99888,0.0,192.0,305.0,DIVINE MERCY,,WDE2637,31.0,12.0,22.0,8.0,,57.0,A
1080,366988190,2023-01-01T00:00:04,39.37447,-90.90699,0.0,231.0,309.0,PRAIRIE DAWN,IMO8332447,WDC2117,31.0,12.0,46.0,12.0,,52.0,A
1081,367768070,2023-01-01T00:00:02,30.11633,-91.01437,0.0,223.7,511.0,ROGER D,,WDJ3448,31.0,0.0,21.0,9.0,,52.0,A
1082,367190220,2023-01-01T00:00:00,39.80989,-75.41559,0.0,0.0,511.0,DELBAY,,WTN9784,90.0,,19.0,,,,B
1083,366921830,2023-01-01T00:00:08,29.70338,-95.01891,0.0,49.3,232.0,MATTHEW K,IMO8962474,WCZ9961,31.0,0.0,30.0,11.0,4.5,52.0,A
1084,366996430,2023-01-01T00:00:05,38.4036,-82.55639,0.0,300.0,511.0,ENTERPRISE,,WDC2688,31.0,0.0,21.0,8.0,,0.0,A
1085,367482310,2023-01-01T00:00:02,18.00577,-66.76513,0.0,247.4,511.0,DON OSCAR P,IMO7621839,WDF7223,31.0,0.0,30.0,9.0,3.0,52.0,A
1086,367467170,2023-01-01T00:00:07,29.46659,-94.96971,0.0,360.0,511.0,CAPT MARK,,WDF5784,31.0,5.0,15.0,6.0,,22.0,A
1087,316042022,2023-01-01T00:00:09,49.31036,-123.10705,0.0,101.8,86.0,SEASPAN RAPTOR,IMO9766994,,52.0,0.0,24.0,11.0,5.3,52.0,A
1088,368237220,2023-01-01T00:00:00,38.38642,-90.34461,4.1,33.4,34.0,HFL MARINER,,WDM7784,57.0,12.0,353.0,33.0,3.7,57.0,A
1089,367575760,2023-01-01T00:00:04,43.71305,-124.10597,0.0,269.3,128.0,LOUI M,,WDG8272,30.0,15.0,17.0,,,30.0,A
1090,477369200,2023-01-01T00:00:01,28.71719,-93.66597,15.9,305.7,306.0,PACIFIC SATURN,IMO9714654,VRSV6,80.0,0.0,159.0,25.0,8.3,80.0,A
1091,368004920,2023-01-01T00:00:08,38.62315,-90.18101,5.9,16.4,511.0,SIR RICHARD,,WDJ7255,31.0,0.0,,,,31.0,A
1092,367106750,2023-01-01T00:00:02,41.39804,-88.28088,0.6,273.0,265.0,BOYD GOLDING,,WDC9793,31.0,0.0,22.0,10.0,,57.0,A
1093,367081260,2023-01-01T00:00:05,48.29122,-122.51892,0.0,360.0,511.0,ALASKA VENTURE,,WDC8074,90.0,15.0,20.0,7.0,,33.0,A
1094,367592280,2023-01-01T00:00:04,30.40018,-81.43265,0.0,360.0,511.0,J HENRY BLOUNT,,WDG9897,31.0,0.0,12.0,,,52.0,A
1095,368111010,2023-01-01T00:00:02,37.05512,-88.50722,0.0,272.3,511.0,ELSIE JANE,,WDL2319,31.0,0.0,23.0,9.0,0.0,31.0,A
1096,367091630,2023-01-01T00:00:02,41.29592,-72.90585,0.4,111.0,131.0,RESOLUTE,IMO7367419,WTW2234,31.0,0.0,30.0,8.0,3.7,52.0,A
1097,368097780,2023-01-01T00:00:01,29.37595,-94.87123,0.0,360.0,112.0,EVERARD DUPRE,IMO101269035,WDK8825,52.0,12.0,22.0,10.0,0.0,57.0,A
1098,367707560,2023-01-01T00:00:01,35.53268,-76.53536,0.0,257.7,289.0,PROMESA,,WDI5339,37.0,0.0,19.0,,,37.0,A
1099,368213040,2023-01-01T00:00:02,29.78315,-92.14833,5.5,80.1,84.0,CITATION,IMO1217082,WDM5147,52.0,12.0,24.0,10.0,3.0,57.0,A
1100,368106220,2023-01-01T00:00:05,38.5386,-90.25579,0.0,82.6,36.0,CHARLIE T,,WDK9723,70.0,15.0,20.0,10.0,0.0,70.0,A
1101,367061730,2023-01-01T00:00:07,39.89616,-75.19665,0.0,292.4,511.0,TERESA MCALLISTER,IMO5355955,WDI3778,31.0,0.0,29.0,8.0,4.0,52.0,A
1102,368084140,2023-01-01T00:00:04,30.06471,-90.89186,9.7,128.9,128.0,KOLBI MICHELLE,,WDK7405,31.0,5.0,0.0,0.0,2.8,31.0,A
1103,367195440,2023-01-01T00:00:06,33.93081,-77.99652,0.0,263.2,220.0,ADVENTURE,,WCS3443,60.0,15.0,19.0,6.0,,60.0,A
1104,368112890,2023-01-01T00:00:06,21.2925,-157.8595,0.0,219.8,511.0,KAHANA II,IMO8964903,WDL2528,70.0,0.0,67.0,14.0,0.0,70.0,A
1105,209026000,2023-01-01T00:00:08,36.99797,-76.29385,10.6,59.0,57.0,KATERINA,IMO9256884,P3UG9,70.0,0.0,225.0,32.0,14.0,79.0,A
1106,367688320,2023-01-01T00:00:07,40.43566,-80.00578,0.0,360.0,511.0,DUCHESS,,WDI3438,60.0,15.0,27.0,,,69.0,A
1107,311707000,2023-01-01T00:00:01,29.61278,-89.89087,10.8,121.0,118.0,PGC IKAROS,IMO9283617,C6TN6,80.0,0.0,228.0,32.0,14.0,80.0,A
1108,367648290,2023-01-01T00:00:01,29.95937,-90.23528,0.0,298.4,511.0,ST CHRISTOPHER,,WDH7453,31.0,12.0,23.0,,,57.0,A
1109,319105100,2023-01-01T00:00:01,27.9263,-82.44316,0.2,333.4,511.0,ULYSSES,IMO9770270,ZGGB8,37.0,15.0,116.0,18.0,5.1,37.0,A
1110,538008684,2023-01-01T00:00:01,40.64807,-74.152,6.3,219.0,202.0,NAVA ULYSSES,IMO9602186,V7A2656,70.0,0.0,180.0,30.0,9.3,70.0,A
1111,538070849,2023-01-01T00:00:05,27.45794,-80.32377,0.0,283.1,74.0,VIVA MAS,IMO9539133,V7YN2,37.0,0.0,33.0,7.0,,37.0,A
1112,538009623,2023-01-01T00:00:04,27.21967,-90.047,0.1,28.0,339.0,WEST AURIGA,IMO9609392,V7A4969,0.0,3.0,227.0,41.0,18.0,0.0,A
1113,368058330,2023-01-01T00:00:06,39.89727,-75.21209,0.0,75.7,511.0,PURPLE  HAYS,,WDC9127,31.0,15.0,0.0,0.0,3.0,31.0,A
1114,367411370,2023-01-01T00:00:09,29.11922,-90.21178,0.0,238.3,511.0,STARFLEET VIKING,IMO9585431,WDE8934,60.0,0.0,48.0,8.0,2.9,70.0,A
1115,368102290,2023-01-01T00:00:01,29.71151,-89.98468,0.3,63.8,161.0,JS CHATRY,,WDK9297,33.0,3.0,95.0,22.0,3.0,33.0,A
1116,368228250,2023-01-01T00:00:05,40.51186,-80.11835,102.3,360.0,101.0,CINDY Z,,WDM6781,90.0,0.0,24.0,8.0,1.9,90.0,A
1117,367561730,2023-01-01T00:00:04,29.14122,-90.2056,0.0,257.3,71.0,MR JAKE,IMO9660994,WDG6890,60.0,0.0,53.0,9.0,2.3,68.0,A
1118,368184830,2023-01-01T00:00:02,43.7127,-124.10543,0.0,261.8,295.0,WESTERN STAR,,WDM2070,30.0,15.0,34.0,8.0,4.0,30.0,A
1119,538009561,2023-01-01T00:00:01,27.63435,-82.56428,2.5,354.1,321.0,DEL MONTE SPIRIT,IMO9869679,V7A4891,70.0,0.0,192.0,30.0,8.3,70.0,A
1120,367059890,2023-01-01T00:00:08,29.31177,-94.80479,0.0,261.3,511.0,JUDY ANN,,WYR6559,31.0,0.0,19.0,7.0,,31.0,A
1121,367472940,2023-01-01T00:00:00,38.40638,-82.5795,0.0,24.0,511.0,MARATHON,,WDF6313,31.0,12.0,41.0,13.0,,57.0,A
1122,636020979,2023-01-01T00:00:08,36.32743,-74.91422,1.5,354.1,270.0,MSC KUMSAL,IMO9305506,A8IE7,71.0,0.0,333.0,42.0,10.5,71.0,A
1123,316003351,2023-01-01T00:00:01,49.12306,-123.18177,0.0,360.0,511.0,VIKING FISHER,,,30.0,0.0,22.0,6.0,2.2,30.0,A
1124,366939330,2023-01-01T00:00:06,29.83513,-90.0597,0.0,246.7,306.0,W W CRUM,,WDB7252,31.0,12.0,34.0,10.0,,52.0,A
1125,367461940,2023-01-01T00:00:05,33.7311,-118.09586,0.1,264.6,511.0,DB LOS ANGELES,,WDF5328,90.0,3.0,45.0,15.0,,90.0,A
1126,367309480,2023-01-01T00:00:01,46.09373,-122.92408,0.0,319.1,114.0,W E IVANOFF,,WDD9292,31.0,0.0,16.0,6.0,,53.0,A
1127,367689010,2023-01-01T00:00:02,29.93667,-90.3359,0.0,274.3,511.0,PAPA WISE,,WDI3503,31.0,0.0,23.0,,,52.0,A
1128,312407000,2023-01-01T00:00:04,27.02399,-91.07962,8.4,295.3,300.0,SUN GAS,IMO9186948,V3WL4,84.0,0.0,99.0,16.0,5.0,84.0,A
1129,367456680,2023-01-01T00:00:03,41.31999,-89.05338,0.0,113.5,108.0,HAMILTON,,WDF4865,31.0,12.0,40.0,10.0,,57.0,A
